country,year,bovine_pop_1000
Finland,2023,271.52
Finland,2024,260.86
Finland,2025,259.28
France,2016,4943.93
France,2017,4674.62
France,2018,4685.33
France,2019,4525.52
France,2020,4527.31
France,2021,4379.32
France,2022,4304.03
France,2023,4232.35
France,2024,4093.61
France,2025,4079.0
Croatia,2016,134.0
Croatia,2017,136.0
Croatia,2018,134.0
Croatia,2019,132.0
Croatia,2020,127.0
Croatia,2021,136.0
Croatia,2022,130.0
Croatia,2023,126.0
Croatia,2024,131.0
Croatia,2025,130.0
Hungary,2016,177.0
Hungary,2017,176.0
Hungary,2018,179.0
Hungary,2019,183.0
Hungary,2020,185.9
Hungary,2021,177.5
Hungary,2022,168.6
Hungary,2023,163.8
Hungary,2024,160.4
Hungary,2025,160.7
Ireland,2016,2069.41
Ireland,2017,2072.91
Ireland,2018,1980.48
Ireland,2019,1929.48
Ireland,2020,2027.68
Ireland,2021,2077.79
Ireland,2022,1962.12
Ireland,2023,1936.12
Ireland,2024,1899.49
Ireland,2025,1899.86
Iceland,2022,21.89
Iceland,2023,21.71
Iceland,2024,21.37
Iceland,2025,11.0
Italy,2016,729.64
Italy,2017,716.33
Italy,2018,722.25
Italy,2019,774.33
Italy,2020,783.03
Italy,2021,766.81
Italy,2022,695.0
Italy,2023,707.0
Italy,2024,785.0
Italy,2025,726.0
Lithuania,2016,118.7
Lithuania,2017,112.1
Lithuania,2018,108.1
Lithuania,2019,104.1
Lithuania,2020,107.7
Lithuania,2021,107.1
Lithuania,2022,110.44
Lithuania,2023,107.13
Lithuania,2024,105.67
Lithuania,2025,109.63
Luxembourg,2016,49.19
Luxembourg,2017,45.42
Luxembourg,2018,45.26
Luxembourg,2019,45.17
Luxembourg,2020,45.02
Luxembourg,2021,44.06
Luxembourg,2022,43.18
Luxembourg,2023,41.35
Luxembourg,2024,40.69
Luxembourg,2025,42.52
Latvia,2016,58.19
Latvia,2017,55.72
Latvia,2018,54.55
Latvia,2019,55.75
Latvia,2020,57.44
Latvia,2021,54.96
Latvia,2022,55.2
Latvia,2023,51.78
Latvia,2024,49.56
Latvia,2025,50.31
Montenegro,2016,9.0
Montenegro,2017,11.0
Montenegro,2018,9.4
Montenegro,2019,9.3
Montenegro,2020,9.07
Montenegro,2021,8.52
Montenegro,2022,9.56
Montenegro,2023,9.29
Montenegro,2024,8.95
Montenegro,2025,9.03
North Macedonia,2016,58.0
North Macedonia,2017,62.0
North Macedonia,2018,67.0
North Macedonia,2019,57.0
North Macedonia,2020,52.0
North Macedonia,2021,43.0
North Macedonia,2022,35.0
North Macedonia,2023,40.0
North Macedonia,2024,34.0
North Macedonia,2025,33.68
Malta,2016,3.88
Malta,2017,4.18
Malta,2018,4.25
Malta,2019,4.0
Malta,2020,4.37
Malta,2021,4.28
Malta,2022,4.35
Malta,2023,4.39
Malta,2024,4.0
Malta,2025,4.12
Netherlands,2016,724.0
Netherlands,2017,646.0
Netherlands,2018,454.0
Netherlands,2019,486.0
Netherlands,2020,509.0
Netherlands,2021,497.0
Netherlands,2022,513.0
Netherlands,2023,491.0
Netherlands,2024,465.0
Netherlands,2025,469.44
Poland,2016,1580.0
Poland,2017,1598.8
Poland,2018,1623.3
Poland,2019,1650.4
Poland,2020,1646.1
Poland,2021,1697.8
Poland,2022,1820.95
Poland,2023,1757.76
Poland,2024,1741.91
Poland,2025,1787.59
Portugal,2016,388.93
Portugal,2017,396.99
Portugal,2018,385.92
Portugal,2019,429.42
Portugal,2020,416.98
Portugal,2021,430.03
Portugal,2022,421.96
Portugal,2023,408.51
Portugal,2024,411.03
Portugal,2025,402.68
Romania,2016,313.2
Romania,2017,303.9
Romania,2018,297.2
Romania,2019,304.8
Romania,2020,274.4
Romania,2021,270.5
Romania,2022,266.1
Romania,2023,248.9
Romania,2024,248.5
Romania,2025,248.8
Serbia,2016,256.0
Serbia,2017,256.0
Serbia,2018,242.0
Serbia,2019,245.0
Serbia,2020,242.0
Serbia,2021,220.0
Serbia,2022,202.73
Serbia,2023,179.92
Serbia,2024,172.56
Serbia,2025,184.57
Sweden,2016,440.2
Sweden,2017,449.3
Sweden,2018,445.57
Sweden,2019,432.44
Sweden,2020,443.22
Sweden,2021,440.33
Sweden,2022,442.3
Sweden,2023,434.0
Sweden,2024,421.07
Sweden,2025,425.57
Slovenia,2016,144.01
Slovenia,2017,140.1
Slovenia,2018,140.92
Slovenia,2019,142.15
Slovenia,2020,141.06
Slovenia,2021,144.54
Slovenia,2022,135.68
Slovenia,2023,131.09
Slovenia,2024,130.82
Slovenia,2025,136.38
Slovakia,2016,110.66
Slovakia,2017,104.67
Slovakia,2018,103.87
Slovakia,2019,103.11
Slovakia,2020,106.48
Slovakia,2021,104.86
Slovakia,2022,106.36
Slovakia,2023,100.65
Slovakia,2024,96.6
Slovakia,2025,78.9
Türkiye,2016,3518.95
Türkiye,2017,4266.24
Türkiye,2018,4463.94
Türkiye,2019,3786.26
Türkiye,2020,3742.75
Türkiye,2021,3730.96
Türkiye,2022,3652.5
Türkiye,2023,3564.33
Türkiye,2024,3692.86
Türkiye,2025,3776.93
Ukraine,2025,342.3
United Kingdom,2016,2925.0
United Kingdom,2017,2929.0
United Kingdom,2018,2843.0
United Kingdom,2019,2834.0
Kosovo*,2016,37.88
Kosovo*,2017,39.3
Kosovo*,2018,39.3
Kosovo*,2019,38.21
Kosovo*,2020,38.42
Kosovo*,2021,34.91
Kosovo*,2022,32.52
Kosovo*,2023,32.33
Kosovo*,2024,32.05
Albania,2016,37.32
Albania,2017,44.19
Albania,2018,43.69
Albania,2019,34.97
Albania,2020,26.03
Albania,2021,21.0
Albania,2022,12.37
Albania,2023,11.03
Albania,2024,17.0
Austria,2016,432.04
Austria,2017,438.59
Austria,2018,428.38
Austria,2019,426.43
Austria,2020,414.4
Austria,2021,421.08
Austria,2022,430.13
Austria,2023,426.56
Austria,2024,415.1
Austria,2025,422.48
Bosnia and Herzegovina,2016,74.0
Bosnia and Herzegovina,2017,77.0
Bosnia and Herzegovina,2018,78.0
Bosnia and Herzegovina,2019,76.0
Bosnia and Herzegovina,2020,77.0
Bosnia and Herzegovina,2021,37.26
Bosnia and Herzegovina,2022,47.3
Bosnia and Herzegovina,2023,39.38
Belgium,2016,492.0
Belgium,2017,484.33
Belgium,2018,464.36
Belgium,2019,463.56
Belgium,2020,460.69
Belgium,2021,454.13
Belgium,2022,454.1
Belgium,2023,440.84
Belgium,2024,427.05
Belgium,2025,406.92
Bulgaria,2016,63.2
Bulgaria,2017,56.76
Bulgaria,2018,58.74
Bulgaria,2019,58.49
Bulgaria,2020,71.38
Bulgaria,2021,67.15
Bulgaria,2022,69.67
Bulgaria,2023,68.17
Bulgaria,2024,69.72
Bulgaria,2025,70.09
Switzerland,2016,243.26
Switzerland,2017,247.22
Switzerland,2018,240.76
Switzerland,2019,240.05
Switzerland,2020,236.23
Switzerland,2021,242.66
Switzerland,2022,254.09
Switzerland,2023,254.59
Switzerland,2024,250.28
Switzerland,2025,253.93
Cyprus,2016,9.74
Cyprus,2017,10.68
Cyprus,2018,12.16
Cyprus,2019,11.53
Cyprus,2020,13.77
Cyprus,2021,15.02
Cyprus,2022,14.6
Cyprus,2023,14.31
Cyprus,2024,14.78
Cyprus,2025,14.92
Czechia,2016,295.06
Czechia,2017,299.25
Czechia,2018,304.27
Czechia,2019,298.78
Czechia,2020,295.32
Czechia,2021,296.26
Czechia,2022,314.41
Czechia,2023,303.77
Czechia,2024,308.94
Czechia,2025,307.48
Germany,2016,2959.71
Germany,2017,2904.25
Germany,2018,2829.08
Germany,2019,2751.31
Germany,2020,2639.02
Germany,2021,2568.76
Germany,2022,2600.25
Germany,2023,2572.49
Germany,2024,2448.93
Germany,2025,2394.97
Denmark,2016,298.0
Denmark,2017,294.0
Denmark,2018,284.0
Denmark,2019,280.0
Denmark,2020,279.0
Denmark,2021,280.0
Denmark,2022,281.0
Denmark,2023,278.82
Denmark,2024,271.36
Denmark,2025,258.96
Estonia,2016,50.1
Estonia,2017,49.4
Estonia,2018,49.2
Estonia,2019,49.8
Estonia,2020,49.4
Estonia,2021,50.9
Estonia,2022,49.0
Estonia,2023,46.89
Estonia,2024,44.32
Estonia,2025,42.68
Greece,2016,102.0
Greece,2017,101.0
Greece,2018,96.0
Greece,2019,91.0
Greece,2020,144.5
Greece,2021,113.7
Greece,2022,106.6
Greece,2023,152.2
Greece,2024,129.6
Greece,2025,123.3
Spain,2016,803.88
Spain,2017,822.23
Spain,2018,846.72
Spain,2019,857.05
Spain,2020,852.7
Spain,2021,1016.46
Spain,2022,784.84
Spain,2023,833.9
Spain,2024,782.23
Spain,2025,835.61
"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2025,14400.87
European Union - 15 countries (1995-2004),2016,15740.89
European Union - 15 countries (1995-2004),2017,15561.57
European Union - 15 countries (1995-2004),2018,15156.32
European Union - 15 countries (1995-2004),2019,14982.17
European Union - 25 countries (2004-2006),2016,18342.47
European Union - 25 countries (2004-2006),2017,18189.37
European Union - 25 countries (2004-2006),2018,17847.31
European Union - 25 countries (2004-2006),2019,17710.09
European Union - 27 countries (2007-2013),2016,18656.28
European Union - 27 countries (2007-2013),2017,18494.53
European Union - 27 countries (2007-2013),2018,18147.04
European Union - 27 countries (2007-2013),2019,17991.98
European Union - 27 countries (from 2020),2016,16310.28
European Union - 27 countries (from 2020),2017,16181.53
European Union - 27 countries (from 2020),2018,15838.04
European Union - 27 countries (from 2020),2019,15763.98
European Union - 27 countries (from 2020),2020,15620.62
European Union - 27 countries (from 2020),2021,15732.25
European Union - 27 countries (from 2020),2022,15308.18
European Union - 27 countries (from 2020),2023,15161.74
European Union - 27 countries (from 2020),2024,14475.04
European Union - 27 countries (from 2020),2025,14400.87
European Union - 28 countries (2013-2020),2016,18745.28
European Union - 28 countries (2013-2020),2017,18594.53
European Union - 28 countries (2013-2020),2018,18243.04
European Union - 28 countries (2013-2020),2019,18098.98
Finland,2016,218.49
Finland,2017,213.1
Finland,2018,209.69
Finland,2019,204.62
Finland,2020,199.38
Finland,2021,205.26
Finland,2022,203.0
Finland,2023,197.71
Finland,2024,185.97
Finland,2025,183.24
France,2016,3474.52
France,2017,3381.36
France,2018,3180.34
France,2019,3183.45
France,2020,3062.93
France,2021,3021.31
France,2022,2992.01
France,2023,3003.32
France,2024,2966.33
France,2025,2869.0
Croatia,2016,89.0
Croatia,2017,100.0
Croatia,2018,96.0
Croatia,2019,107.0
Croatia,2020,111.0
Croatia,2021,107.0
Croatia,2022,112.0
Croatia,2023,115.0
Croatia,2024,114.0
Croatia,2025,114.0
Hungary,2016,176.0
Hungary,2017,179.0
Hungary,2018,182.0
Hungary,2019,193.0
Hungary,2020,195.2
Hungary,2021,153.2
Hungary,2022,158.7
Hungary,2023,149.7
Hungary,2024,149.9
Hungary,2025,157.6
Ireland,2016,1778.12
Ireland,2017,1792.21
Ireland,2018,1789.7
Ireland,2019,1741.38
Ireland,2020,1708.02
Ireland,2021,1775.24
Ireland,2022,1810.25
Ireland,2023,1804.55
Ireland,2024,1701.45
Ireland,2025,1683.86
Iceland,2016,20.2
Iceland,2017,20.4
Iceland,2018,20.0
Iceland,2019,20.3
Iceland,2020,21.5
Iceland,2022,20.55
Iceland,2023,19.61
Iceland,2024,15.88
Iceland,2025,19.0
Italy,2016,1448.04
Italy,2017,1500.51
Italy,2018,1537.6
Italy,2019,1588.0
Italy,2020,1595.38
Italy,2021,1561.58
Italy,2022,1520.0
Italy,2023,1517.0
Italy,2024,1175.0
Italy,2025,1294.0
Lithuania,2016,142.5
Lithuania,2017,135.1
Lithuania,2018,133.0
Lithuania,2019,131.7
Lithuania,2020,128.5
Lithuania,2021,134.5
Lithuania,2022,129.64
Lithuania,2023,130.52
Lithuania,2024,123.22
Lithuania,2025,118.12
Luxembourg,2016,44.42
Luxembourg,2017,44.29
Luxembourg,2018,41.6
Luxembourg,2019,41.2
Luxembourg,2020,40.75
Luxembourg,2021,40.49
Luxembourg,2022,40.54
Luxembourg,2023,39.71
Luxembourg,2024,37.66
Luxembourg,2025,38.09
Latvia,2016,72.54
Latvia,2017,69.71
Latvia,2018,64.9
Latvia,2019,64.66
Latvia,2020,65.43
Latvia,2021,67.93
Latvia,2022,65.66
Latvia,2023,59.73
Latvia,2024,56.31
Latvia,2025,55.25
Montenegro,2016,7.0
Montenegro,2017,5.0
Montenegro,2018,4.0
Montenegro,2019,4.0
Montenegro,2020,3.63
Montenegro,2021,3.36
Montenegro,2022,3.51
Montenegro,2023,3.49
Montenegro,2024,5.17
Montenegro,2025,5.22
North Macedonia,2016,21.0
North Macedonia,2017,15.0
North Macedonia,2018,18.0
North Macedonia,2019,15.0
North Macedonia,2020,15.0
North Macedonia,2021,9.0
North Macedonia,2022,7.0
North Macedonia,2023,9.0
North Macedonia,2024,9.0
North Macedonia,2025,8.05
Malta,2016,3.19
Malta,2017,3.08
Malta,2018,2.9
Malta,2019,3.11
Malta,2020,2.97
Malta,2021,3.07
Malta,2022,2.97
Malta,2023,3.15
Malta,2024,3.11
Malta,2025,2.67
Netherlands,2016,644.0
Netherlands,2017,575.0
Netherlands,2018,465.0
Netherlands,2019,440.0
Netherlands,2020,465.0
Netherlands,2021,482.0
Netherlands,2022,496.0
Netherlands,2023,510.0
Netherlands,2024,477.0
Netherlands,2025,459.3
Poland,2016,1637.3
Poland,2017,1668.7
Poland,2018,1731.7
Poland,2019,1756.5
Poland,2020,1800.0
Poland,2021,1914.8
Poland,2022,1698.56
Poland,2023,1517.75
Poland,2024,1626.59
Poland,2025,1585.16
Portugal,2016,266.57
Portugal,2017,255.72
Portugal,2018,235.93
Portugal,2019,240.35
Portugal,2020,257.02
Portugal,2021,214.28
Portugal,2022,200.89
Portugal,2023,208.36
Portugal,2024,199.7
Portugal,2025,215.03
Romania,2016,250.6
Romania,2017,248.4
Romania,2018,241.0
Romania,2019,223.4
Romania,2020,225.3
Romania,2021,221.5
Romania,2022,227.6
Romania,2023,224.5
Romania,2024,216.9
Romania,2025,217.1
Serbia,2016,150.0
Serbia,2017,140.0
Serbia,2018,108.0
Serbia,2019,142.0
Serbia,2020,140.0
Serbia,2021,142.0
Serbia,2022,148.25
Serbia,2023,132.86
Serbia,2024,145.04
Serbia,2025,136.45
Sweden,2016,344.12
Sweden,2017,341.98
Sweden,2018,342.92
Sweden,2019,338.82
Sweden,2020,323.39
Sweden,2021,334.04
Sweden,2022,332.57
Sweden,2023,332.0
Sweden,2024,323.82
Sweden,2025,322.62
Slovenia,2016,130.77
Slovenia,2017,128.48
Slovenia,2018,127.76
Slovenia,2019,135.53
Slovenia,2020,133.27
Slovenia,2021,130.71
Slovenia,2022,129.92
Slovenia,2023,125.63
Slovenia,2024,124.86
Slovenia,2025,128.93
Slovakia,2016,84.38
Slovakia,2017,84.41
Slovakia,2018,83.1
Slovakia,2019,83.32
Slovakia,2020,86.89
Slovakia,2021,81.88
Slovakia,2022,83.28
Slovakia,2023,85.2
Slovakia,2024,81.18
Slovakia,2025,79.48
Türkiye,2016,3676.37
Türkiye,2017,4207.27
Türkiye,2018,4571.47
Türkiye,2019,4678.86
Türkiye,2020,4661.94
Türkiye,2021,4678.05
Türkiye,2022,4454.66
Türkiye,2023,4401.07
Türkiye,2024,4394.49
Türkiye,2025,4758.53
Ukraine,2025,294.6
United Kingdom,2016,2435.0
United Kingdom,2017,2413.0
United Kingdom,2018,2405.0
United Kingdom,2019,2335.0
Kosovo*,2016,25.72
Kosovo*,2017,24.81
Kosovo*,2018,24.81
Kosovo*,2019,26.15
Kosovo*,2020,25.56
Kosovo*,2021,26.84
Kosovo*,2022,25.15
Kosovo*,2023,24.75
Kosovo*,2024,24.09
