Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"TCL","Crops and livestock products","372","Ireland","5622","Import value","02211","Raw milk of cattle","1984","1984","1000 USD","100","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5910","Export quantity","02211","Raw milk of cattle","1984","1984","t","25427","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5922","Export value","02211","Raw milk of cattle","1984","1984","1000 USD","4266","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5610","Import quantity","02211","Raw milk of cattle","1985","1985","t","301","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5622","Import value","02211","Raw milk of cattle","1985","1985","1000 USD","63","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5910","Export quantity","02211","Raw milk of cattle","1985","1985","t","23491","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5922","Export value","02211","Raw milk of cattle","1985","1985","1000 USD","3798","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5610","Import quantity","02211","Raw milk of cattle","1986","1986","t","146","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5622","Import value","02211","Raw milk of cattle","1986","1986","1000 USD","56","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5910","Export quantity","02211","Raw milk of cattle","1986","1986","t","26490","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5922","Export value","02211","Raw milk of cattle","1986","1986","1000 USD","5492","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5610","Import quantity","02211","Raw milk of cattle","1987","1987","t","37","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5622","Import value","02211","Raw milk of cattle","1987","1987","1000 USD","29","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5910","Export quantity","02211","Raw milk of cattle","1987","1987","t","31504","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5922","Export value","02211","Raw milk of cattle","1987","1987","1000 USD","7342","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5610","Import quantity","02211","Raw milk of cattle","1988","1988","t","227","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5622","Import value","02211","Raw milk of cattle","1988","1988","1000 USD","116","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5910","Export quantity","02211","Raw milk of cattle","1988","1988","t","34492","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5922","Export value","02211","Raw milk of cattle","1988","1988","1000 USD","8934","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5610","Import quantity","02211","Raw milk of cattle","1989","1989","t","17494","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5622","Import value","02211","Raw milk of cattle","1989","1989","1000 USD","6106","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5910","Export quantity","02211","Raw milk of cattle","1989","1989","t","16473","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5922","Export value","02211","Raw milk of cattle","1989","1989","1000 USD","4152","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5610","Import quantity","02211","Raw milk of cattle","1990","1990","t","60028","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5622","Import value","02211","Raw milk of cattle","1990","1990","1000 USD","23880","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5910","Export quantity","02211","Raw milk of cattle","1990","1990","t","12816","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5922","Export value","02211","Raw milk of cattle","1990","1990","1000 USD","4626","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5610","Import quantity","02211","Raw milk of cattle","1991","1991","t","54986","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5622","Import value","02211","Raw milk of cattle","1991","1991","1000 USD","19378","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5910","Export quantity","02211","Raw milk of cattle","1991","1991","t","12874","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5922","Export value","02211","Raw milk of cattle","1991","1991","1000 USD","4836","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5610","Import quantity","02211","Raw milk of cattle","1992","1992","t","71927","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5622","Import value","02211","Raw milk of cattle","1992","1992","1000 USD","26253","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5910","Export quantity","02211","Raw milk of cattle","1992","1992","t","48632","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5922","Export value","02211","Raw milk of cattle","1992","1992","1000 USD","16536","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5610","Import quantity","02211","Raw milk of cattle","1993","1993","t","84684","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5622","Import value","02211","Raw milk of cattle","1993","1993","1000 USD","32186","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5910","Export quantity","02211","Raw milk of cattle","1993","1993","t","52070","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5922","Export value","02211","Raw milk of cattle","1993","1993","1000 USD","19746","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5610","Import quantity","02211","Raw milk of cattle","1994","1994","t","75395","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5622","Import value","02211","Raw milk of cattle","1994","1994","1000 USD","34204","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5910","Export quantity","02211","Raw milk of cattle","1994","1994","t","104389","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5922","Export value","02211","Raw milk of cattle","1994","1994","1000 USD","39831","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5610","Import quantity","02211","Raw milk of cattle","1995","1995","t","165353","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5622","Import value","02211","Raw milk of cattle","1995","1995","1000 USD","70660","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5910","Export quantity","02211","Raw milk of cattle","1995","1995","t","108392","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5922","Export value","02211","Raw milk of cattle","1995","1995","1000 USD","49857","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5610","Import quantity","02211","Raw milk of cattle","1996","1996","t","143193","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5622","Import value","02211","Raw milk of cattle","1996","1996","1000 USD","67824","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5910","Export quantity","02211","Raw milk of cattle","1996","1996","t","118402","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5922","Export value","02211","Raw milk of cattle","1996","1996","1000 USD","37377","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5610","Import quantity","02211","Raw milk of cattle","1997","1997","t","189594","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5622","Import value","02211","Raw milk of cattle","1997","1997","1000 USD","72807","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5910","Export quantity","02211","Raw milk of cattle","1997","1997","t","99223","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5922","Export value","02211","Raw milk of cattle","1997","1997","1000 USD","40619","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5610","Import quantity","02211","Raw milk of cattle","1998","1998","t","265333","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5622","Import value","02211","Raw milk of cattle","1998","1998","1000 USD","91171","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5910","Export quantity","02211","Raw milk of cattle","1998","1998","t","131662","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5922","Export value","02211","Raw milk of cattle","1998","1998","1000 USD","49172","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5610","Import quantity","02211","Raw milk of cattle","1999","1999","t","326479","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5622","Import value","02211","Raw milk of cattle","1999","1999","1000 USD","112157","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5910","Export quantity","02211","Raw milk of cattle","1999","1999","t","93103","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5922","Export value","02211","Raw milk of cattle","1999","1999","1000 USD","36703","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5610","Import quantity","02211","Raw milk of cattle","2000","2000","t","259336","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5622","Import value","02211","Raw milk of cattle","2000","2000","1000 USD","74410","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5910","Export quantity","02211","Raw milk of cattle","2000","2000","t","94639","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5922","Export value","02211","Raw milk of cattle","2000","2000","1000 USD","31956","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5610","Import quantity","02211","Raw milk of cattle","2001","2001","t","198557","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5622","Import value","02211","Raw milk of cattle","2001","2001","1000 USD","60611","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5910","Export quantity","02211","Raw milk of cattle","2001","2001","t","72666","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5922","Export value","02211","Raw milk of cattle","2001","2001","1000 USD","25232","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5610","Import quantity","02211","Raw milk of cattle","2002","2002","t","216547","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5622","Import value","02211","Raw milk of cattle","2002","2002","1000 USD","65266","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5910","Export quantity","02211","Raw milk of cattle","2002","2002","t","61770","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5922","Export value","02211","Raw milk of cattle","2002","2002","1000 USD","23994","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5610","Import quantity","02211","Raw milk of cattle","2003","2003","t","239977","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5622","Import value","02211","Raw milk of cattle","2003","2003","1000 USD","96248","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5910","Export quantity","02211","Raw milk of cattle","2003","2003","t","38453","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5922","Export value","02211","Raw milk of cattle","2003","2003","1000 USD","19440","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5610","Import quantity","02211","Raw milk of cattle","2004","2004","t","147203","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5622","Import value","02211","Raw milk of cattle","2004","2004","1000 USD","77769","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5910","Export quantity","02211","Raw milk of cattle","2004","2004","t","58678","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5922","Export value","02211","Raw milk of cattle","2004","2004","1000 USD","30518","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5610","Import quantity","02211","Raw milk of cattle","2005","2005","t","199986","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5622","Import value","02211","Raw milk of cattle","2005","2005","1000 USD","98950","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5910","Export quantity","02211","Raw milk of cattle","2005","2005","t","62400","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5922","Export value","02211","Raw milk of cattle","2005","2005","1000 USD","36340","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5610","Import quantity","02211","Raw milk of cattle","2006","2006","t","245420","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5622","Import value","02211","Raw milk of cattle","2006","2006","1000 USD","96954","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5910","Export quantity","02211","Raw milk of cattle","2006","2006","t","96454","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5922","Export value","02211","Raw milk of cattle","2006","2006","1000 USD","37023","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5610","Import quantity","02211","Raw milk of cattle","2007","2007","t","245499","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5622","Import value","02211","Raw milk of cattle","2007","2007","1000 USD","118399","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5910","Export quantity","02211","Raw milk of cattle","2007","2007","t","135385","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5922","Export value","02211","Raw milk of cattle","2007","2007","1000 USD","62785","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5610","Import quantity","02211","Raw milk of cattle","2008","2008","t","248180","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5622","Import value","02211","Raw milk of cattle","2008","2008","1000 USD","128163","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5910","Export quantity","02211","Raw milk of cattle","2008","2008","t","148203","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5922","Export value","02211","Raw milk of cattle","2008","2008","1000 USD","74343","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5610","Import quantity","02211","Raw milk of cattle","2009","2009","t","220555","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5622","Import value","02211","Raw milk of cattle","2009","2009","1000 USD","87492","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5910","Export quantity","02211","Raw milk of cattle","2009","2009","t","176158","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5922","Export value","02211","Raw milk of cattle","2009","2009","1000 USD","59550","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5610","Import quantity","02211","Raw milk of cattle","2010","2010","t","238357","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5622","Import value","02211","Raw milk of cattle","2010","2010","1000 USD","105580","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5910","Export quantity","02211","Raw milk of cattle","2010","2010","t","127785","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5922","Export value","02211","Raw milk of cattle","2010","2010","1000 USD","58077","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5610","Import quantity","02211","Raw milk of cattle","2011","2011","t","278911","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5622","Import value","02211","Raw milk of cattle","2011","2011","1000 USD","138833","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5910","Export quantity","02211","Raw milk of cattle","2011","2011","t","135899","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5922","Export value","02211","Raw milk of cattle","2011","2011","1000 USD","67485","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5610","Import quantity","02211","Raw milk of cattle","2012","2012","t","286653","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5622","Import value","02211","Raw milk of cattle","2012","2012","1000 USD","135923","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5910","Export quantity","02211","Raw milk of cattle","2012","2012","t","125882","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5922","Export value","02211","Raw milk of cattle","2012","2012","1000 USD","62962","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5610","Import quantity","02211","Raw milk of cattle","2013","2013","t","318466","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5622","Import value","02211","Raw milk of cattle","2013","2013","1000 USD","174192","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5910","Export quantity","02211","Raw milk of cattle","2013","2013","t","188506","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5922","Export value","02211","Raw milk of cattle","2013","2013","1000 USD","101392","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5610","Import quantity","02211","Raw milk of cattle","2014","2014","t","521477.8","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5622","Import value","02211","Raw milk of cattle","2014","2014","1000 USD","269690","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5910","Export quantity","02211","Raw milk of cattle","2014","2014","t","66080.9","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5922","Export value","02211","Raw milk of cattle","2014","2014","1000 USD","40245","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5610","Import quantity","02211","Raw milk of cattle","2015","2015","t","523111.7","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5622","Import value","02211","Raw milk of cattle","2015","2015","1000 USD","183957","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5910","Export quantity","02211","Raw milk of cattle","2015","2015","t","31962.6","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5922","Export value","02211","Raw milk of cattle","2015","2015","1000 USD","22892","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5610","Import quantity","02211","Raw milk of cattle","2016","2016","t","541866.84","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5622","Import value","02211","Raw milk of cattle","2016","2016","1000 USD","165602","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5910","Export quantity","02211","Raw milk of cattle","2016","2016","t","18171.62","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5922","Export value","02211","Raw milk of cattle","2016","2016","1000 USD","16333","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5610","Import quantity","02211","Raw milk of cattle","2017","2017","t","697172.67","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5622","Import value","02211","Raw milk of cattle","2017","2017","1000 USD","267753","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5910","Export quantity","02211","Raw milk of cattle","2017","2017","t","37717.52","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5922","Export value","02211","Raw milk of cattle","2017","2017","1000 USD","28321","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5610","Import quantity","02211","Raw milk of cattle","2018","2018","t","757810.96","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5622","Import value","02211","Raw milk of cattle","2018","2018","1000 USD","299722","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5910","Export quantity","02211","Raw milk of cattle","2018","2018","t","32220.83","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5922","Export value","02211","Raw milk of cattle","2018","2018","1000 USD","26724","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5610","Import quantity","02211","Raw milk of cattle","2019","2019","t","639990.45","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5622","Import value","02211","Raw milk of cattle","2019","2019","1000 USD","231628","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5910","Export quantity","02211","Raw milk of cattle","2019","2019","t","30433.21","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5922","Export value","02211","Raw milk of cattle","2019","2019","1000 USD","24388","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5610","Import quantity","02211","Raw milk of cattle","2020","2020","t","615152.85","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5622","Import value","02211","Raw milk of cattle","2020","2020","1000 USD","229275","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5910","Export quantity","02211","Raw milk of cattle","2020","2020","t","144609.23","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5922","Export value","02211","Raw milk of cattle","2020","2020","1000 USD","63819","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5610","Import quantity","02211","Raw milk of cattle","2021","2021","t","546759.19","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5622","Import value","02211","Raw milk of cattle","2021","2021","1000 USD","241615","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5910","Export quantity","02211","Raw milk of cattle","2021","2021","t","150538.03","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5922","Export value","02211","Raw milk of cattle","2021","2021","1000 USD","82245","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5610","Import quantity","02211","Raw milk of cattle","2022","2022","t","625655.92","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5622","Import value","02211","Raw milk of cattle","2022","2022","1000 USD","353419","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5910","Export quantity","02211","Raw milk of cattle","2022","2022","t","165349.93","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5922","Export value","02211","Raw milk of cattle","2022","2022","1000 USD","96805","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5610","Import quantity","02211","Raw milk of cattle","2023","2023","t","700558.19","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5622","Import value","02211","Raw milk of cattle","2023","2023","1000 USD","335798","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5910","Export quantity","02211","Raw milk of cattle","2023","2023","t","126485.79","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5922","Export value","02211","Raw milk of cattle","2023","2023","1000 USD","74147","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5610","Import quantity","02211","Raw milk of cattle","2024","2024","t","725254.27","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5622","Import value","02211","Raw milk of cattle","2024","2024","1000 USD","383570","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5910","Export quantity","02211","Raw milk of cattle","2024","2024","t","230002.07","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5922","Export value","02211","Raw milk of cattle","2024","2024","1000 USD","91814","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5610","Import quantity","22212","Skim milk and whey powder","1961","1961","t","0","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5622","Import value","22212","Skim milk and whey powder","1961","1961","1000 USD","0","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5910","Export quantity","22212","Skim milk and whey powder","1961","1961","t","6199","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5922","Export value","22212","Skim milk and whey powder","1961","1961","1000 USD","1158","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5610","Import quantity","22212","Skim milk and whey powder","1962","1962","t","0","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5622","Import value","22212","Skim milk and whey powder","1962","1962","1000 USD","0","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5910","Export quantity","22212","Skim milk and whey powder","1962","1962","t","3164","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5922","Export value","22212","Skim milk and whey powder","1962","1962","1000 USD","588","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5610","Import quantity","22212","Skim milk and whey powder","1963","1963","t","0","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5622","Import value","22212","Skim milk and whey powder","1963","1963","1000 USD","0","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5910","Export quantity","22212","Skim milk and whey powder","1963","1963","t","1392","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5922","Export value","22212","Skim milk and whey powder","1963","1963","1000 USD","298","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5610","Import quantity","22212","Skim milk and whey powder","1964","1964","t","0","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5622","Import value","22212","Skim milk and whey powder","1964","1964","1000 USD","0","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5910","Export quantity","22212","Skim milk and whey powder","1964","1964","t","6405","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5922","Export value","22212","Skim milk and whey powder","1964","1964","1000 USD","1649","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5610","Import quantity","22212","Skim milk and whey powder","1965","1965","t","0","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5622","Import value","22212","Skim milk and whey powder","1965","1965","1000 USD","0","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5910","Export quantity","22212","Skim milk and whey powder","1965","1965","t","5398","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5922","Export value","22212","Skim milk and whey powder","1965","1965","1000 USD","1715","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5610","Import quantity","22212","Skim milk and whey powder","1966","1966","t","0","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5622","Import value","22212","Skim milk and whey powder","1966","1966","1000 USD","0","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5910","Export quantity","22212","Skim milk and whey powder","1966","1966","t","13919","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5922","Export value","22212","Skim milk and whey powder","1966","1966","1000 USD","4175","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5610","Import quantity","22212","Skim milk and whey powder","1967","1967","t","0","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5622","Import value","22212","Skim milk and whey powder","1967","1967","1000 USD","0","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5910","Export quantity","22212","Skim milk and whey powder","1967","1967","t","21661","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5922","Export value","22212","Skim milk and whey powder","1967","1967","1000 USD","6416","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5610","Import quantity","22212","Skim milk and whey powder","1968","1968","t","0","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5622","Import value","22212","Skim milk and whey powder","1968","1968","1000 USD","0","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5910","Export quantity","22212","Skim milk and whey powder","1968","1968","t","25952","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5922","Export value","22212","Skim milk and whey powder","1968","1968","1000 USD","4620","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5610","Import quantity","22212","Skim milk and whey powder","1969","1969","t","0","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5622","Import value","22212","Skim milk and whey powder","1969","1969","1000 USD","0","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5910","Export quantity","22212","Skim milk and whey powder","1969","1969","t","23194","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5922","Export value","22212","Skim milk and whey powder","1969","1969","1000 USD","3899","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5610","Import quantity","22212","Skim milk and whey powder","1970","1970","t","0","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5622","Import value","22212","Skim milk and whey powder","1970","1970","1000 USD","0","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5910","Export quantity","22212","Skim milk and whey powder","1970","1970","t","24755","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5922","Export value","22212","Skim milk and whey powder","1970","1970","1000 USD","4825","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5610","Import quantity","22212","Skim milk and whey powder","1971","1971","t","0","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5622","Import value","22212","Skim milk and whey powder","1971","1971","1000 USD","0","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5910","Export quantity","22212","Skim milk and whey powder","1971","1971","t","31496","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5922","Export value","22212","Skim milk and whey powder","1971","1971","1000 USD","13205","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5610","Import quantity","22212","Skim milk and whey powder","1972","1972","t","0","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5622","Import value","22212","Skim milk and whey powder","1972","1972","1000 USD","0","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5910","Export quantity","22212","Skim milk and whey powder","1972","1972","t","23616","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5922","Export value","22212","Skim milk and whey powder","1972","1972","1000 USD","13609","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5610","Import quantity","22212","Skim milk and whey powder","1973","1973","t","3000","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","372","Ireland","5622","Import value","22212","Skim milk and whey powder","1973","1973","1000 USD","1377","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","372","Ireland","5910","Export quantity","22212","Skim milk and whey powder","1973","1973","t","113293","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5922","Export value","22212","Skim milk and whey powder","1973","1973","1000 USD","74220","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5610","Import quantity","22212","Skim milk and whey powder","1974","1974","t","660","A","Official figure",""
