Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"TCL","Crops and livestock products","372","Ireland","5610","Import quantity","22251.01","Cheese from whole cow milk","1980","1980","t","2529","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5622","Import value","22251.01","Cheese from whole cow milk","1980","1980","1000 USD","8220","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5910","Export quantity","22251.01","Cheese from whole cow milk","1980","1980","t","37826","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5922","Export value","22251.01","Cheese from whole cow milk","1980","1980","1000 USD","121171","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5610","Import quantity","22251.01","Cheese from whole cow milk","1981","1981","t","3776","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5622","Import value","22251.01","Cheese from whole cow milk","1981","1981","1000 USD","11130","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5910","Export quantity","22251.01","Cheese from whole cow milk","1981","1981","t","44007","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5922","Export value","22251.01","Cheese from whole cow milk","1981","1981","1000 USD","130319","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5610","Import quantity","22251.01","Cheese from whole cow milk","1982","1982","t","4468","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5622","Import value","22251.01","Cheese from whole cow milk","1982","1982","1000 USD","11816","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5910","Export quantity","22251.01","Cheese from whole cow milk","1982","1982","t","44514","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5922","Export value","22251.01","Cheese from whole cow milk","1982","1982","1000 USD","116568","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5610","Import quantity","22251.01","Cheese from whole cow milk","1983","1983","t","4735","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5622","Import value","22251.01","Cheese from whole cow milk","1983","1983","1000 USD","11817","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5910","Export quantity","22251.01","Cheese from whole cow milk","1983","1983","t","49084","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5922","Export value","22251.01","Cheese from whole cow milk","1983","1983","1000 USD","117531","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5610","Import quantity","22251.01","Cheese from whole cow milk","1984","1984","t","4431","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5622","Import value","22251.01","Cheese from whole cow milk","1984","1984","1000 USD","10241","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5910","Export quantity","22251.01","Cheese from whole cow milk","1984","1984","t","54329","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5922","Export value","22251.01","Cheese from whole cow milk","1984","1984","1000 USD","120367","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5610","Import quantity","22251.01","Cheese from whole cow milk","1985","1985","t","7063","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5622","Import value","22251.01","Cheese from whole cow milk","1985","1985","1000 USD","16470","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5910","Export quantity","22251.01","Cheese from whole cow milk","1985","1985","t","59434","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5922","Export value","22251.01","Cheese from whole cow milk","1985","1985","1000 USD","136969","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5610","Import quantity","22251.01","Cheese from whole cow milk","1986","1986","t","6666","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5622","Import value","22251.01","Cheese from whole cow milk","1986","1986","1000 USD","18196","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5910","Export quantity","22251.01","Cheese from whole cow milk","1986","1986","t","65576","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5922","Export value","22251.01","Cheese from whole cow milk","1986","1986","1000 USD","176257","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5610","Import quantity","22251.01","Cheese from whole cow milk","1987","1987","t","7141","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5622","Import value","22251.01","Cheese from whole cow milk","1987","1987","1000 USD","23053","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5910","Export quantity","22251.01","Cheese from whole cow milk","1987","1987","t","56744","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5922","Export value","22251.01","Cheese from whole cow milk","1987","1987","1000 USD","173487","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5610","Import quantity","22251.01","Cheese from whole cow milk","1988","1988","t","7317","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5622","Import value","22251.01","Cheese from whole cow milk","1988","1988","1000 USD","24840","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5910","Export quantity","22251.01","Cheese from whole cow milk","1988","1988","t","74007","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5922","Export value","22251.01","Cheese from whole cow milk","1988","1988","1000 USD","251358","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5610","Import quantity","22251.01","Cheese from whole cow milk","1989","1989","t","7670","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5622","Import value","22251.01","Cheese from whole cow milk","1989","1989","1000 USD","23635","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5910","Export quantity","22251.01","Cheese from whole cow milk","1989","1989","t","61443","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5922","Export value","22251.01","Cheese from whole cow milk","1989","1989","1000 USD","212638","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5610","Import quantity","22251.01","Cheese from whole cow milk","1990","1990","t","9238","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5622","Import value","22251.01","Cheese from whole cow milk","1990","1990","1000 USD","31356","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5910","Export quantity","22251.01","Cheese from whole cow milk","1990","1990","t","72172","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5922","Export value","22251.01","Cheese from whole cow milk","1990","1990","1000 USD","287185","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5610","Import quantity","22251.01","Cheese from whole cow milk","1991","1991","t","12602","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5622","Import value","22251.01","Cheese from whole cow milk","1991","1991","1000 USD","39669","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5910","Export quantity","22251.01","Cheese from whole cow milk","1991","1991","t","70474","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5922","Export value","22251.01","Cheese from whole cow milk","1991","1991","1000 USD","255834","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5610","Import quantity","22251.01","Cheese from whole cow milk","1992","1992","t","14934","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5622","Import value","22251.01","Cheese from whole cow milk","1992","1992","1000 USD","46794","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5910","Export quantity","22251.01","Cheese from whole cow milk","1992","1992","t","97852","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5922","Export value","22251.01","Cheese from whole cow milk","1992","1992","1000 USD","389811","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5610","Import quantity","22251.01","Cheese from whole cow milk","1993","1993","t","12460","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5622","Import value","22251.01","Cheese from whole cow milk","1993","1993","1000 USD","39398","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5910","Export quantity","22251.01","Cheese from whole cow milk","1993","1993","t","75593","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","372","Ireland","5922","Export value","22251.01","Cheese from whole cow milk","1993","1993","1000 USD","282916","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5610","Import quantity","22251.01","Cheese from whole cow milk","1994","1994","t","14946","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5622","Import value","22251.01","Cheese from whole cow milk","1994","1994","1000 USD","46363","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5910","Export quantity","22251.01","Cheese from whole cow milk","1994","1994","t","91238","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5922","Export value","22251.01","Cheese from whole cow milk","1994","1994","1000 USD","336737","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5610","Import quantity","22251.01","Cheese from whole cow milk","1995","1995","t","13218","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5622","Import value","22251.01","Cheese from whole cow milk","1995","1995","1000 USD","53651","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5910","Export quantity","22251.01","Cheese from whole cow milk","1995","1995","t","76706","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5922","Export value","22251.01","Cheese from whole cow milk","1995","1995","1000 USD","310720","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5610","Import quantity","22251.01","Cheese from whole cow milk","1996","1996","t","15720","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","372","Ireland","5622","Import value","22251.01","Cheese from whole cow milk","1996","1996","1000 USD","71633","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5910","Export quantity","22251.01","Cheese from whole cow milk","1996","1996","t","92524","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5922","Export value","22251.01","Cheese from whole cow milk","1996","1996","1000 USD","378368","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5610","Import quantity","22251.01","Cheese from whole cow milk","1997","1997","t","18500","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5622","Import value","22251.01","Cheese from whole cow milk","1997","1997","1000 USD","69887","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5910","Export quantity","22251.01","Cheese from whole cow milk","1997","1997","t","80132","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5922","Export value","22251.01","Cheese from whole cow milk","1997","1997","1000 USD","307073","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5610","Import quantity","22251.01","Cheese from whole cow milk","1998","1998","t","15203","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5622","Import value","22251.01","Cheese from whole cow milk","1998","1998","1000 USD","60453","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5910","Export quantity","22251.01","Cheese from whole cow milk","1998","1998","t","84035","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5922","Export value","22251.01","Cheese from whole cow milk","1998","1998","1000 USD","301880","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5610","Import quantity","22251.01","Cheese from whole cow milk","1999","1999","t","20394","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5622","Import value","22251.01","Cheese from whole cow milk","1999","1999","1000 USD","76363","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5910","Export quantity","22251.01","Cheese from whole cow milk","1999","1999","t","84303","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5922","Export value","22251.01","Cheese from whole cow milk","1999","1999","1000 USD","282304","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5610","Import quantity","22251.01","Cheese from whole cow milk","2000","2000","t","19059","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5622","Import value","22251.01","Cheese from whole cow milk","2000","2000","1000 USD","61295","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5910","Export quantity","22251.01","Cheese from whole cow milk","2000","2000","t","77671","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5922","Export value","22251.01","Cheese from whole cow milk","2000","2000","1000 USD","229291","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5610","Import quantity","22251.01","Cheese from whole cow milk","2001","2001","t","19069","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5622","Import value","22251.01","Cheese from whole cow milk","2001","2001","1000 USD","60931","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5910","Export quantity","22251.01","Cheese from whole cow milk","2001","2001","t","104943","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5922","Export value","22251.01","Cheese from whole cow milk","2001","2001","1000 USD","311302","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5610","Import quantity","22251.01","Cheese from whole cow milk","2002","2002","t","19264","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5622","Import value","22251.01","Cheese from whole cow milk","2002","2002","1000 USD","66313","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5910","Export quantity","22251.01","Cheese from whole cow milk","2002","2002","t","101071","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5922","Export value","22251.01","Cheese from whole cow milk","2002","2002","1000 USD","293258","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5610","Import quantity","22251.01","Cheese from whole cow milk","2003","2003","t","24861","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5622","Import value","22251.01","Cheese from whole cow milk","2003","2003","1000 USD","91311","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5910","Export quantity","22251.01","Cheese from whole cow milk","2003","2003","t","89965","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5922","Export value","22251.01","Cheese from whole cow milk","2003","2003","1000 USD","301799","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5610","Import quantity","22251.01","Cheese from whole cow milk","2004","2004","t","22844","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5622","Import value","22251.01","Cheese from whole cow milk","2004","2004","1000 USD","100831","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5910","Export quantity","22251.01","Cheese from whole cow milk","2004","2004","t","99650","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5922","Export value","22251.01","Cheese from whole cow milk","2004","2004","1000 USD","388937","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5610","Import quantity","22251.01","Cheese from whole cow milk","2005","2005","t","25924","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5622","Import value","22251.01","Cheese from whole cow milk","2005","2005","1000 USD","87278","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5910","Export quantity","22251.01","Cheese from whole cow milk","2005","2005","t","108081","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5922","Export value","22251.01","Cheese from whole cow milk","2005","2005","1000 USD","419501","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5610","Import quantity","22251.01","Cheese from whole cow milk","2006","2006","t","19792","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5622","Import value","22251.01","Cheese from whole cow milk","2006","2006","1000 USD","95240","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5910","Export quantity","22251.01","Cheese from whole cow milk","2006","2006","t","124850","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5922","Export value","22251.01","Cheese from whole cow milk","2006","2006","1000 USD","475243","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5610","Import quantity","22251.01","Cheese from whole cow milk","2007","2007","t","31726","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5622","Import value","22251.01","Cheese from whole cow milk","2007","2007","1000 USD","161195","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5910","Export quantity","22251.01","Cheese from whole cow milk","2007","2007","t","123038","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","372","Ireland","5922","Export value","22251.01","Cheese from whole cow milk","2007","2007","1000 USD","549518","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5610","Import quantity","22251.01","Cheese from whole cow milk","2008","2008","t","35746","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5622","Import value","22251.01","Cheese from whole cow milk","2008","2008","1000 USD","201616","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5910","Export quantity","22251.01","Cheese from whole cow milk","2008","2008","t","154008","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5922","Export value","22251.01","Cheese from whole cow milk","2008","2008","1000 USD","833916","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5610","Import quantity","22251.01","Cheese from whole cow milk","2009","2009","t","33842","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5622","Import value","22251.01","Cheese from whole cow milk","2009","2009","1000 USD","154203","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5910","Export quantity","22251.01","Cheese from whole cow milk","2009","2009","t","158875","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5922","Export value","22251.01","Cheese from whole cow milk","2009","2009","1000 USD","624317","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5610","Import quantity","22251.01","Cheese from whole cow milk","2010","2010","t","43557","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5622","Import value","22251.01","Cheese from whole cow milk","2010","2010","1000 USD","177854","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5910","Export quantity","22251.01","Cheese from whole cow milk","2010","2010","t","162802","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5922","Export value","22251.01","Cheese from whole cow milk","2010","2010","1000 USD","660726","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5610","Import quantity","22251.01","Cheese from whole cow milk","2011","2011","t","55093","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5622","Import value","22251.01","Cheese from whole cow milk","2011","2011","1000 USD","190008","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5910","Export quantity","22251.01","Cheese from whole cow milk","2011","2011","t","166511","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","372","Ireland","5922","Export value","22251.01","Cheese from whole cow milk","2011","2011","1000 USD","781748","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5610","Import quantity","22251.01","Cheese from whole cow milk","2012","2012","t","48067","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5622","Import value","22251.01","Cheese from whole cow milk","2012","2012","1000 USD","202255","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5910","Export quantity","22251.01","Cheese from whole cow milk","2012","2012","t","183999","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5922","Export value","22251.01","Cheese from whole cow milk","2012","2012","1000 USD","822409","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5610","Import quantity","22251.01","Cheese from whole cow milk","2013","2013","t","55032","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5622","Import value","22251.01","Cheese from whole cow milk","2013","2013","1000 USD","258865","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5910","Export quantity","22251.01","Cheese from whole cow milk","2013","2013","t","179903","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5922","Export value","22251.01","Cheese from whole cow milk","2013","2013","1000 USD","845601","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5610","Import quantity","22251.01","Cheese from whole cow milk","2014","2014","t","47823.45","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5622","Import value","22251.01","Cheese from whole cow milk","2014","2014","1000 USD","249226","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5910","Export quantity","22251.01","Cheese from whole cow milk","2014","2014","t","176628.2","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5922","Export value","22251.01","Cheese from whole cow milk","2014","2014","1000 USD","878779","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5610","Import quantity","22251.01","Cheese from whole cow milk","2015","2015","t","52128.36","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5622","Import value","22251.01","Cheese from whole cow milk","2015","2015","1000 USD","202645","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5910","Export quantity","22251.01","Cheese from whole cow milk","2015","2015","t","188252.15","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5922","Export value","22251.01","Cheese from whole cow milk","2015","2015","1000 USD","675037","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5610","Import quantity","22251.01","Cheese from whole cow milk","2016","2016","t","49558.39","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5622","Import value","22251.01","Cheese from whole cow milk","2016","2016","1000 USD","184321","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5910","Export quantity","22251.01","Cheese from whole cow milk","2016","2016","t","207383.6","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5922","Export value","22251.01","Cheese from whole cow milk","2016","2016","1000 USD","671541","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5610","Import quantity","22251.01","Cheese from whole cow milk","2017","2017","t","56780.53","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5622","Import value","22251.01","Cheese from whole cow milk","2017","2017","1000 USD","229619","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5910","Export quantity","22251.01","Cheese from whole cow milk","2017","2017","t","215317.83","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5922","Export value","22251.01","Cheese from whole cow milk","2017","2017","1000 USD","823062","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5610","Import quantity","22251.01","Cheese from whole cow milk","2018","2018","t","63987.7","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5622","Import value","22251.01","Cheese from whole cow milk","2018","2018","1000 USD","264160","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5910","Export quantity","22251.01","Cheese from whole cow milk","2018","2018","t","212985.09","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5922","Export value","22251.01","Cheese from whole cow milk","2018","2018","1000 USD","864862","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5610","Import quantity","22251.01","Cheese from whole cow milk","2019","2019","t","68927.52","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5622","Import value","22251.01","Cheese from whole cow milk","2019","2019","1000 USD","265627","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5910","Export quantity","22251.01","Cheese from whole cow milk","2019","2019","t","291636.73","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5922","Export value","22251.01","Cheese from whole cow milk","2019","2019","1000 USD","1061333","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5610","Import quantity","22251.01","Cheese from whole cow milk","2020","2020","t","74801.34","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5622","Import value","22251.01","Cheese from whole cow milk","2020","2020","1000 USD","283494","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5910","Export quantity","22251.01","Cheese from whole cow milk","2020","2020","t","271983.27","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5922","Export value","22251.01","Cheese from whole cow milk","2020","2020","1000 USD","1091329","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5610","Import quantity","22251.01","Cheese from whole cow milk","2021","2021","t","83689.37","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5622","Import value","22251.01","Cheese from whole cow milk","2021","2021","1000 USD","248517","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5910","Export quantity","22251.01","Cheese from whole cow milk","2021","2021","t","264765.36","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5922","Export value","22251.01","Cheese from whole cow milk","2021","2021","1000 USD","1218459","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5610","Import quantity","22251.01","Cheese from whole cow milk","2022","2022","t","64146.77","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5622","Import value","22251.01","Cheese from whole cow milk","2022","2022","1000 USD","298180","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5910","Export quantity","22251.01","Cheese from whole cow milk","2022","2022","t","249594.5","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5922","Export value","22251.01","Cheese from whole cow milk","2022","2022","1000 USD","1326090","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5610","Import quantity","22251.01","Cheese from whole cow milk","2023","2023","t","64322.9","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5622","Import value","22251.01","Cheese from whole cow milk","2023","2023","1000 USD","302089","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5910","Export quantity","22251.01","Cheese from whole cow milk","2023","2023","t","279705.86","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5922","Export value","22251.01","Cheese from whole cow milk","2023","2023","1000 USD","1397642","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5610","Import quantity","22251.01","Cheese from whole cow milk","2024","2024","t","68780.1","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5622","Import value","22251.01","Cheese from whole cow milk","2024","2024","1000 USD","288459","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5910","Export quantity","22251.01","Cheese from whole cow milk","2024","2024","t","290511","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5922","Export value","22251.01","Cheese from whole cow milk","2024","2024","1000 USD","1500104","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5610","Import quantity","02211","Raw milk of cattle","1961","1961","t","0","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5622","Import value","02211","Raw milk of cattle","1961","1961","1000 USD","0","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5910","Export quantity","02211","Raw milk of cattle","1961","1961","t","281","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5922","Export value","02211","Raw milk of cattle","1961","1961","1000 USD","7","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5610","Import quantity","02211","Raw milk of cattle","1962","1962","t","0","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5622","Import value","02211","Raw milk of cattle","1962","1962","1000 USD","0","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5910","Export quantity","02211","Raw milk of cattle","1962","1962","t","21","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5922","Export value","02211","Raw milk of cattle","1962","1962","1000 USD","1","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5610","Import quantity","02211","Raw milk of cattle","1963","1963","t","0","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5622","Import value","02211","Raw milk of cattle","1963","1963","1000 USD","0","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5910","Export quantity","02211","Raw milk of cattle","1963","1963","t","21","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5922","Export value","02211","Raw milk of cattle","1963","1963","1000 USD","1","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5610","Import quantity","02211","Raw milk of cattle","1964","1964","t","0","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5622","Import value","02211","Raw milk of cattle","1964","1964","1000 USD","0","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5910","Export quantity","02211","Raw milk of cattle","1964","1964","t","3412","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5922","Export value","02211","Raw milk of cattle","1964","1964","1000 USD","75","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5610","Import quantity","02211","Raw milk of cattle","1965","1965","t","0","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5622","Import value","02211","Raw milk of cattle","1965","1965","1000 USD","0","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5910","Export quantity","02211","Raw milk of cattle","1965","1965","t","11963","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5922","Export value","02211","Raw milk of cattle","1965","1965","1000 USD","217","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5610","Import quantity","02211","Raw milk of cattle","1966","1966","t","0","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5622","Import value","02211","Raw milk of cattle","1966","1966","1000 USD","0","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5910","Export quantity","02211","Raw milk of cattle","1966","1966","t","2548","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5922","Export value","02211","Raw milk of cattle","1966","1966","1000 USD","83","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5610","Import quantity","02211","Raw milk of cattle","1967","1967","t","0","A","Official figure",""
