Indicator Type,Indicator Category,Indicator Name,Sub-indicator Name,Sub-indicator Parameter,Sub-indicator Unit,Indicator Code,Member State Code,Member State Name,Time Period,Data,Flag
Output_Pillar I,Horizontal aspects,OIH_00 Total CAP Expenditure,CAP as % EU GDP,Total,%,OIH_00_1b,EU,European Union,2016,0.4,F
Output_Pillar I,Horizontal aspects,OIH_00 Total CAP Expenditure,CAP as % EU GDP,Total,%,OIH_00_1b,EU,European Union,2018,0.39,F
Output_Pillar I,Horizontal aspects,OIH_00 Total CAP Expenditure,CAP as % EU GDP,Total,%,OIH_00_1b,EU,European Union,2020,0.38,F
Output_Pillar I,Horizontal aspects,OIH_00 Total CAP Expenditure,CAP as % EU GDP,Total,%,OIH_00_1b,EU,European Union,2017,0.39,F
Output_Pillar I,Horizontal aspects,OIH_00 Total CAP Expenditure,CAP as % EU GDP,Total,%,OIH_00_1b,EU,European Union,2006,0.46,F
Output_Pillar I,Horizontal aspects,OIH_00 Total CAP Expenditure,CAP as % EU GDP,Total,%,OIH_00_1b,EU,European Union,2004,0.5,F
Output_Pillar I,Horizontal aspects,OIH_00 Total CAP Expenditure,CAP as % EU GDP,Total,%,OIH_00_1b,EU,European Union,2005,0.48,F
Output_Pillar I,Horizontal aspects,OIH_00 Total CAP Expenditure,CAP as % of EU expenditure,Total,%,OIH_00_1c,EU,European Union,2016,39.57,F
Output_Pillar I,Horizontal aspects,OIH_00 Total CAP Expenditure,CAP as % of EU expenditure,Total,%,OIH_00_1c,EU,European Union,2007,45.65,F
Output_Pillar I,Horizontal aspects,OIH_00 Total CAP Expenditure,CAP as % of EU expenditure,Total,%,OIH_00_1c,EU,European Union,2004,49.82,F
Output_Pillar I,Horizontal aspects,OIH_00 Total CAP Expenditure,CAP as % of EU expenditure,Total,%,OIH_00_1c,EU,European Union,2010,42.3,F
Output_Pillar I,Horizontal aspects,OIH_00 Total CAP Expenditure,CAP as % of EU expenditure,Total,%,OIH_00_1c,EU,European Union,2011,41.56,F
Output_Pillar I,Horizontal aspects,OIH_00 Total CAP Expenditure,CAP as % of EU expenditure,Total,%,OIH_00_1c,EU,European Union,2006,46.37,F
Output_Pillar I,Horizontal aspects,OIH_00 Total CAP Expenditure,CAP as % of EU expenditure,Total,%,OIH_00_1c,EU,European Union,2005,50.34,F
Output_Pillar I,Horizontal aspects,OIH_00 Total CAP Expenditure,CAP as % of EU expenditure,Total,%,OIH_00_1c,EU,European Union,2009,45.04,F
Output_Pillar I,Horizontal aspects,OIH_00 Total CAP Expenditure,CAP as % of EU expenditure,Total,%,OIH_00_1c,EU,European Union,2013,39.1,F
Output_Pillar I,Horizontal aspects,OIH_00 Total CAP Expenditure,CAP as % of EU expenditure,Total,%,OIH_00_1c,EU,European Union,2015,40.61,F
Output_Pillar I,Horizontal aspects,OIH_00 Total CAP Expenditure,CAP as % of EU expenditure,Total,%,OIH_00_1c,EU,European Union,2014,39.41,F
Output_Pillar I,Horizontal aspects,OIH_00 Total CAP Expenditure,CAP as % of EU expenditure,Total,%,OIH_00_1c,EU,European Union,2012,39.22,F
Output_Pillar I,Horizontal aspects,OIH_00 Total CAP Expenditure,CAP as % of EU expenditure,Total,%,OIH_00_1c,EU,European Union,2018,36.45,F
Output_Pillar I,Horizontal aspects,OIH_00 Total CAP Expenditure,CAP as % of EU expenditure,Total,%,OIH_00_1c,EU,European Union,2019,33.83,F
Output_Pillar I,Horizontal aspects,OIH_00 Total CAP Expenditure,CAP as % of EU expenditure,Total,%,OIH_00_1c,EU,European Union,2021,23.64,F
Output_Pillar I,Horizontal aspects,OIH_00 Total CAP Expenditure,CAP as % of EU expenditure,Total,%,OIH_00_1c,EU,European Union,2003,47.12,F
Output_Pillar I,Horizontal aspects,OIH_00 Total CAP Expenditure,CAP as % of EU expenditure,Total,%,OIH_00_1c,EU,European Union,2020,24.79,F
Output_Pillar I,Horizontal aspects,OIH_00 Total CAP Expenditure,CAP as % of EU expenditure,Total,%,OIH_00_1c,EU,European Union,2017,36.23,F
Output_Pillar I,Horizontal aspects,OIH_00 Total CAP Expenditure,CAP as % of EU expenditure,Total,%,OIH_00_1c,EU,European Union,2008,45.43,F
Output_Pillar I,Horizontal aspects,OIH_00 Total CAP Expenditure,CAP as % of EU expenditure,Total,%,OIH_00_1c,EU,European Union,2022,24.58,F
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Export refunds,Total,billion euro,OIM_00_2a,EU,European Union,2004,2.77,F
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Export refunds,Total,billion euro,OIM_00_2a,EU,European Union,2005,2.22,F
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Export refunds,Total,billion euro,OIM_00_2a,EU,European Union,2017,0,F
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Export refunds,Total,billion euro,OIM_00_2a,EU,European Union,2006,1.34,F
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Export refunds,Total,billion euro,OIM_00_2a,EU,European Union,2015,0,F
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Export refunds,Total,billion euro,OIM_00_2a,EU,European Union,2009,0.37,F
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Export refunds,Total,billion euro,OIM_00_2a,EU,European Union,2008,0.62,F
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Export refunds,Total,billion euro,OIM_00_2a,EU,European Union,2011,0.15,F
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Export refunds,Total,billion euro,OIM_00_2a,EU,European Union,2010,0.18,F
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Export refunds,Total,billion euro,OIM_00_2a,EU,European Union,2016,0,F
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Export refunds,Total,billion euro,OIM_00_2a,EU,European Union,2020,0,F
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Export refunds,Total,billion euro,OIM_00_2a,EU,European Union,2021,0,F
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Export refunds,Total,billion euro,OIM_00_2a,EU,European Union,2007,0.91,F
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Export refunds,Total,billion euro,OIM_00_2a,EU,European Union,2018,0,F
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Export refunds,Total,billion euro,OIM_00_2a,EU,European Union,2019,0.002,F
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Export refunds,Total,billion euro,OIM_00_2a,EU,European Union,2003,3.06,F
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Export refunds,Total,billion euro,OIM_00_2a,EU,European Union,2022,0,F
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Export refunds,Total,billion euro,OIM_00_2a,EU,European Union,2012,0.06,F
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Export refunds,Total,billion euro,OIM_00_2a,EU,European Union,2014,0,F
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Export refunds,Total,billion euro,OIM_00_2a,EU,European Union,2013,0,F
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Other market support,Total,billion euro,OIM_00_2b,EU,European Union,2019,2.59,F
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Other market support,Total,billion euro,OIM_00_2b,EU,European Union,2007,3.18,F
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Other market support,Total,billion euro,OIM_00_2b,EU,European Union,2021,2.953,F
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Other market support,Total,billion euro,OIM_00_2b,EU,European Union,2016,2.86,F
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Other market support,Total,billion euro,OIM_00_2b,EU,European Union,2012,3.09,F
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Other market support,Total,billion euro,OIM_00_2b,EU,European Union,2022,2.664,F
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Other market support,Total,billion euro,OIM_00_2b,EU,European Union,2017,2.61,F
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Other market support,Total,billion euro,OIM_00_2b,EU,European Union,2013,2.43,F
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Other market support,Total,billion euro,OIM_00_2b,EU,European Union,2005,5.27,F
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Other market support,Total,billion euro,OIM_00_2b,EU,European Union,2006,3.41,F
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Other market support,Total,billion euro,OIM_00_2b,EU,European Union,2009,3.54,F
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Other market support,Total,billion euro,OIM_00_2b,EU,European Union,2008,3.27,F
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Other market support,Total,billion euro,OIM_00_2b,EU,European Union,2020,2.56,F
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Other market support,Total,billion euro,OIM_00_2b,EU,European Union,2018,2.37,F
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Other market support,Total,billion euro,OIM_00_2b,EU,European Union,2010,3.16,F
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Other market support,Total,billion euro,OIM_00_2b,EU,European Union,2003,4.7,F
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Other market support,Total,billion euro,OIM_00_2b,EU,European Union,2015,3.07,F
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Other market support,Total,billion euro,OIM_00_2b,EU,European Union,2014,2.63,F
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Other market support,Total,billion euro,OIM_00_2b,EU,European Union,2004,4.79,F
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Other market support,Total,billion euro,OIM_00_2b,EU,European Union,2011,3.2,F
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Total,euro,OIM_00_3,LU,Luxembourg,2019,556096,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Total,euro,OIM_00_3,LT,Lithuania,2019,3343880,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Total,euro,OIM_00_3,SK,Slovakia,2018,11187099,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Total,euro,OIM_00_3,LU,Luxembourg,2016,1200490,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Total,euro,OIM_00_3,LV,Latvia,2020,2451683,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Total,euro,OIM_00_3,DK,Denmark,2022,16219184,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Total,euro,OIM_00_3,BG,Bulgaria,2015,37579798,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Total,euro,OIM_00_3,DK,Denmark,2018,10988296,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Total,euro,OIM_00_3,HU,Hungary,2016,54857009,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Total,euro,OIM_00_3,IT,Italy,2016,649301496,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Total,euro,OIM_00_3,BE,Belgium,2014,74933940,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Total,euro,OIM_00_3,RO,Romania,2017,35956636,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Total,euro,OIM_00_3,IE,Ireland,2014,3751120,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Total,euro,OIM_00_3,LT,Lithuania,2020,4474831,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Total,euro,OIM_00_3,FI,Finland,2017,8539053,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Total,euro,OIM_00_3,HR,Croatia,2022,14549177,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Total,euro,OIM_00_3,AT,Austria,2021,22236832,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Total,euro,OIM_00_3,EL,Greece,2014,66436907,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Total,euro,OIM_00_3,LV,Latvia,2018,1440570,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Total,euro,OIM_00_3,BG,Bulgaria,2014,30394227,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Total,euro,OIM_00_3,LU,Luxembourg,2015,1103836,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Total,euro,OIM_00_3,HU,Hungary,2020,34152873,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Total,euro,OIM_00_3,MT,Malta,2019,343587,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Total,euro,OIM_00_3,FI,Finland,2016,14410098,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Total,euro,OIM_00_3,DE,Germany,2019,117255765,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Total,euro,OIM_00_3,EU,European Union,2017,2602581745,e
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Total,euro,OIM_00_3,DK,Denmark,2020,9751871,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Total,euro,OIM_00_3,NL,Netherlands,2014,53456382,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Total,euro,OIM_00_3,EE,Estonia,2018,1191362,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Total,euro,OIM_00_3,LT,Lithuania,2022,2873609,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Total,euro,OIM_00_3,LT,Lithuania,2018,412590,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Total,euro,OIM_00_3,SK,Slovakia,2015,10416965,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Total,euro,OIM_00_3,EL,Greece,2019,59444793,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Total,euro,OIM_00_3,BE,Belgium,2016,80800931,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Total,euro,OIM_00_3,IT,Italy,2014,630157269,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Total,euro,OIM_00_3,MT,Malta,2016,490016,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Total,euro,OIM_00_3,CY,Cyprus,2014,8002568,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Total,euro,OIM_00_3,FR,France,2016,640057949,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Total,euro,OIM_00_3,LV,Latvia,2021,3224717,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Total,euro,OIM_00_3,PT,Portugal,2021,103382131,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Total,euro,OIM_00_3,CY,Cyprus,2015,8254490,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Total,euro,OIM_00_3,LT,Lithuania,2021,3445985,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Total,euro,OIM_00_3,LV,Latvia,2014,11226440,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Total,euro,OIM_00_3,BE,Belgium,2018,60686944,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Total,euro,OIM_00_3,EE,Estonia,2015,9543211,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Total,euro,OIM_00_3,IE,Ireland,2018,-3163933,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Total,euro,OIM_00_3,BE,Belgium,2015,77388582,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Total,euro,OIM_00_3,CY,Cyprus,2019,5922036,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Total,euro,OIM_00_3,SK,Slovakia,2014,8289389,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Total,euro,OIM_00_3,PL,Poland,2016,118943198,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Total,euro,OIM_00_3,LU,Luxembourg,2020,599740,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Total,euro,OIM_00_3,AT,Austria,2015,35318811,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Total,euro,OIM_00_3,PL,Poland,2021,36978551,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Total,euro,OIM_00_3,FR,France,2014,552670045,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Total,euro,OIM_00_3,EE,Estonia,2017,3161426,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Total,euro,OIM_00_3,CY,Cyprus,2016,7264907,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Total,euro,OIM_00_3,HU,Hungary,2014,50351077,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Total,euro,OIM_00_3,BG,Bulgaria,2017,31626156,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Total,euro,OIM_00_3,ES,Spain,2019,599856460,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Total,euro,OIM_00_3,PL,Poland,2018,28285992,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Total,euro,OIM_00_3,FR,France,2015,598187161,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Total,euro,OIM_00_3,SE,Sweden,2022,13693927,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Total,euro,OIM_00_3,AT,Austria,2019,22297991,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Total,euro,OIM_00_3,PT,Portugal,2016,114207612,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Total,euro,OIM_00_3,SE,Sweden,2014,13836442,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Total,euro,OIM_00_3,AT,Austria,2014,23812215,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Total,euro,OIM_00_3,ES,Spain,2014,529181384,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Total,euro,OIM_00_3,LU,Luxembourg,2022,539058,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Total,euro,OIM_00_3,DK,Denmark,2015,23076933,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Total,euro,OIM_00_3,PT,Portugal,2014,109366907,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Total,euro,OIM_00_3,IE,Ireland,2019,59337708,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Total,euro,OIM_00_3,NL,Netherlands,2022,76608234,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Total,euro,OIM_00_3,EE,Estonia,2019,1476002,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Total,euro,OIM_00_3,BE,Belgium,2019,60757563,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Total,euro,OIM_00_3,EL,Greece,2016,65785972,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Total,euro,OIM_00_3,DK,Denmark,2014,12302730,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Total,euro,OIM_00_3,PT,Portugal,2015,110960753,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Total,euro,OIM_00_3,PL,Poland,2019,25553025,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Total,euro,OIM_00_3,CZ,Czechia,2017,18533086,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Total,euro,OIM_00_3,ES,Spain,2015,604886277,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Total,euro,OIM_00_3,BE,Belgium,2021,62740466,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Total,euro,OIM_00_3,CY,Cyprus,2022,5695477,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Total,euro,OIM_00_3,CY,Cyprus,2020,5375277,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Total,euro,OIM_00_3,DE,Germany,2015,186484774,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Total,euro,OIM_00_3,PL,Poland,2017,68693013,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Total,euro,OIM_00_3,LU,Luxembourg,2021,486286,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Total,euro,OIM_00_3,SI,Slovenia,2014,7020933,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Total,euro,OIM_00_3,IT,Italy,2017,640306928,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Total,euro,OIM_00_3,LT,Lithuania,2016,8006425,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Total,euro,OIM_00_3,HR,Croatia,2017,8733396,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Total,euro,OIM_00_3,FR,France,2018,519787560,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Total,euro,OIM_00_3,SE,Sweden,2019,11874662,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Total,euro,OIM_00_3,SE,Sweden,2016,21408893,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Total,euro,OIM_00_3,SI,Slovenia,2015,8655918,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Total,euro,OIM_00_3,IT,Italy,2015,661591898,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Total,euro,OIM_00_3,FR,France,2021,547350598,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Total,euro,OIM_00_3,LV,Latvia,2022,3352970,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Total,euro,OIM_00_3,NL,Netherlands,2020,51503473,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Total,euro,OIM_00_3,SI,Slovenia,2017,7341839,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Total,euro,OIM_00_3,IE,Ireland,2021,11828729,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Total,euro,OIM_00_3,DE,Germany,2014,110405066,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Total,euro,OIM_00_3,LU,Luxembourg,2018,524590,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Total,euro,OIM_00_3,ES,Spain,2021,579038146,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Total,euro,OIM_00_3,NL,Netherlands,2017,50306571,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Total,euro,OIM_00_3,FR,France,2022,554228431,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Total,euro,OIM_00_3,CY,Cyprus,2021,5412230,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Total,euro,OIM_00_3,DE,Germany,2016,201533713,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Total,euro,OIM_00_3,FR,France,2019,550550908,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Total,euro,OIM_00_3,SK,Slovakia,2020,12178497,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Total,euro,OIM_00_3,EE,Estonia,2014,8720849,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Total,euro,OIM_00_3,SE,Sweden,2015,22342774,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Total,euro,OIM_00_3,SE,Sweden,2020,13363738,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Total,euro,OIM_00_3,PL,Poland,2020,31227946,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Total,euro,OIM_00_3,SK,Slovakia,2016,11736786,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Total,euro,OIM_00_3,IE,Ireland,2017,28227064,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Total,euro,OIM_00_3,SE,Sweden,2021,14487385,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Total,euro,OIM_00_3,HU,Hungary,2022,37056654,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Total,euro,OIM_00_3,AT,Austria,2022,25800384,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Total,euro,OIM_00_3,FR,France,2020,543524271,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Total,euro,OIM_00_3,PT,Portugal,2019,107897611,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Total,euro,OIM_00_3,NL,Netherlands,2015,87893883,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Total,euro,OIM_00_3,SE,Sweden,2018,12809077,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Total,euro,OIM_00_3,CY,Cyprus,2018,6493795,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Total,euro,OIM_00_3,EE,Estonia,2021,1271132,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Total,euro,OIM_00_3,PL,Poland,2022,35067869,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Total,euro,OIM_00_3,EU,European Union,2016,2862797334,e
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Total,euro,OIM_00_3,AT,Austria,2018,24467268,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Total,euro,OIM_00_3,BG,Bulgaria,2020,24356439,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Total,euro,OIM_00_3,FI,Finland,2014,17560339,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Total,euro,OIM_00_3,PT,Portugal,2017,104040075,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Total,euro,OIM_00_3,DE,Germany,2022,121634862,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Total,euro,OIM_00_3,SI,Slovenia,2016,8581199,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Total,euro,OIM_00_3,NL,Netherlands,2021,36811447,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Total,euro,OIM_00_3,BE,Belgium,2022,83223300,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Total,euro,OIM_00_3,CZ,Czechia,2016,27727879,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Total,euro,OIM_00_3,NL,Netherlands,2016,87111562,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Total,euro,OIM_00_3,CZ,Czechia,2019,16537129,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Total,euro,OIM_00_3,IE,Ireland,2022,4580235,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Total,euro,OIM_00_3,IT,Italy,2022,694626370,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Total,euro,OIM_00_3,BG,Bulgaria,2018,20080794,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Total,euro,OIM_00_3,PT,Portugal,2020,101827220,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Total,euro,OIM_00_3,FR,France,2017,605290626,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Total,euro,OIM_00_3,FI,Finland,2020,8686644,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Total,euro,OIM_00_3,EL,Greece,2017,69120043,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Total,euro,OIM_00_3,BE,Belgium,2017,99759745,
