DATAFLOW,LAST UPDATE,freq,month,animals,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,"Bovine animals, less than 1 year old, for slaughter",Thousand heads (animals),Belgium,2023,173.46,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,"Bovine animals, less than 1 year old, for slaughter",Thousand heads (animals),Belgium,2024,161.56,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,"Bovine animals, less than 1 year old, for slaughter",Thousand heads (animals),Belgium,2025,167.64,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,"Bovine animals, less than 1 year old, for slaughter",Thousand heads (animals),Bulgaria,2016,26.77,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,"Bovine animals, less than 1 year old, for slaughter",Thousand heads (animals),Bulgaria,2017,23.09,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,"Bovine animals, less than 1 year old, for slaughter",Thousand heads (animals),Bulgaria,2018,24.98,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,"Bovine animals, less than 1 year old, for slaughter",Thousand heads (animals),Bulgaria,2019,19.69,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,"Bovine animals, less than 1 year old, for slaughter",Thousand heads (animals),Bulgaria,2020,33.1,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,"Bovine animals, less than 1 year old, for slaughter",Thousand heads (animals),Bulgaria,2021,23.93,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,"Bovine animals, less than 1 year old, for slaughter",Thousand heads (animals),Bulgaria,2022,17.7,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,"Bovine animals, less than 1 year old, for slaughter",Thousand heads (animals),Bulgaria,2023,23.65,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,"Bovine animals, less than 1 year old, for slaughter",Thousand heads (animals),Bulgaria,2024,24.44,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,"Bovine animals, less than 1 year old, for slaughter",Thousand heads (animals),Bulgaria,2025,23.88,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,"Bovine animals, less than 1 year old, for slaughter",Thousand heads (animals),Switzerland,2016,252.85,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,"Bovine animals, less than 1 year old, for slaughter",Thousand heads (animals),Switzerland,2017,248.88,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,"Bovine animals, less than 1 year old, for slaughter",Thousand heads (animals),Switzerland,2018,251.7,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,"Bovine animals, less than 1 year old, for slaughter",Thousand heads (animals),Switzerland,2019,246.25,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,"Bovine animals, less than 1 year old, for slaughter",Thousand heads (animals),Switzerland,2020,253.32,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,"Bovine animals, less than 1 year old, for slaughter",Thousand heads (animals),Switzerland,2021,251.86,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,"Bovine animals, less than 1 year old, for slaughter",Thousand heads (animals),Switzerland,2022,245.56,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,"Bovine animals, less than 1 year old, for slaughter",Thousand heads (animals),Switzerland,2023,243.87,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,"Bovine animals, less than 1 year old, for slaughter",Thousand heads (animals),Switzerland,2024,247.32,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,"Bovine animals, less than 1 year old, for slaughter",Thousand heads (animals),Switzerland,2025,240.77,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,"Bovine animals, less than 1 year old, for slaughter",Thousand heads (animals),Cyprus,2016,9.83,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,"Bovine animals, less than 1 year old, for slaughter",Thousand heads (animals),Cyprus,2017,10.37,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,"Bovine animals, less than 1 year old, for slaughter",Thousand heads (animals),Cyprus,2018,10.48,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,"Bovine animals, less than 1 year old, for slaughter",Thousand heads (animals),Cyprus,2019,10.19,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,"Bovine animals, less than 1 year old, for slaughter",Thousand heads (animals),Cyprus,2020,10.92,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,"Bovine animals, less than 1 year old, for slaughter",Thousand heads (animals),Cyprus,2021,10.16,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,"Bovine animals, less than 1 year old, for slaughter",Thousand heads (animals),Cyprus,2022,9.38,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,"Bovine animals, less than 1 year old, for slaughter",Thousand heads (animals),Cyprus,2023,9.08,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,"Bovine animals, less than 1 year old, for slaughter",Thousand heads (animals),Cyprus,2024,8.13,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,"Bovine animals, less than 1 year old, for slaughter",Thousand heads (animals),Cyprus,2025,9.23,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,"Bovine animals, less than 1 year old, for slaughter",Thousand heads (animals),Czechia,2016,1.72,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,"Bovine animals, less than 1 year old, for slaughter",Thousand heads (animals),Czechia,2017,0.43,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,"Bovine animals, less than 1 year old, for slaughter",Thousand heads (animals),Czechia,2018,0.96,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,"Bovine animals, less than 1 year old, for slaughter",Thousand heads (animals),Czechia,2019,0.55,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,"Bovine animals, less than 1 year old, for slaughter",Thousand heads (animals),Czechia,2020,1.96,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,"Bovine animals, less than 1 year old, for slaughter",Thousand heads (animals),Czechia,2021,1.33,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,"Bovine animals, less than 1 year old, for slaughter",Thousand heads (animals),Czechia,2022,2.01,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,"Bovine animals, less than 1 year old, for slaughter",Thousand heads (animals),Czechia,2023,0.47,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,"Bovine animals, less than 1 year old, for slaughter",Thousand heads (animals),Czechia,2024,0.73,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,"Bovine animals, less than 1 year old, for slaughter",Thousand heads (animals),Czechia,2025,4.2,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,"Bovine animals, less than 1 year old, for slaughter",Thousand heads (animals),Germany,2016,224.27,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,"Bovine animals, less than 1 year old, for slaughter",Thousand heads (animals),Germany,2017,216.64,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,"Bovine animals, less than 1 year old, for slaughter",Thousand heads (animals),Germany,2018,208.78,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,"Bovine animals, less than 1 year old, for slaughter",Thousand heads (animals),Germany,2019,210.76,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,"Bovine animals, less than 1 year old, for slaughter",Thousand heads (animals),Germany,2020,207.71,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,"Bovine animals, less than 1 year old, for slaughter",Thousand heads (animals),Germany,2021,204.72,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,"Bovine animals, less than 1 year old, for slaughter",Thousand heads (animals),Germany,2022,192.5,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,"Bovine animals, less than 1 year old, for slaughter",Thousand heads (animals),Germany,2023,182.72,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,"Bovine animals, less than 1 year old, for slaughter",Thousand heads (animals),Germany,2024,185.91,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,"Bovine animals, less than 1 year old, for slaughter",Thousand heads (animals),Germany,2025,184.61,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,"Bovine animals, less than 1 year old, for slaughter",Thousand heads (animals),Denmark,2016,258,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,"Bovine animals, less than 1 year old, for slaughter",Thousand heads (animals),Denmark,2017,268,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,"Bovine animals, less than 1 year old, for slaughter",Thousand heads (animals),Denmark,2018,268,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,"Bovine animals, less than 1 year old, for slaughter",Thousand heads (animals),Denmark,2019,256,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,"Bovine animals, less than 1 year old, for slaughter",Thousand heads (animals),Denmark,2020,247,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,"Bovine animals, less than 1 year old, for slaughter",Thousand heads (animals),Denmark,2021,238,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,"Bovine animals, less than 1 year old, for slaughter",Thousand heads (animals),Denmark,2022,230,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,"Bovine animals, less than 1 year old, for slaughter",Thousand heads (animals),Denmark,2023,241.56,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,"Bovine animals, less than 1 year old, for slaughter",Thousand heads (animals),Denmark,2024,251.12,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,"Bovine animals, less than 1 year old, for slaughter",Thousand heads (animals),Denmark,2025,254.59,e,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,"Bovine animals, less than 1 year old, for slaughter",Thousand heads (animals),Estonia,2016,3.3,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,"Bovine animals, less than 1 year old, for slaughter",Thousand heads (animals),Estonia,2017,3.3,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,"Bovine animals, less than 1 year old, for slaughter",Thousand heads (animals),Estonia,2018,3.3,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,"Bovine animals, less than 1 year old, for slaughter",Thousand heads (animals),Estonia,2019,3.5,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,"Bovine animals, less than 1 year old, for slaughter",Thousand heads (animals),Estonia,2020,3.6,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,"Bovine animals, less than 1 year old, for slaughter",Thousand heads (animals),Estonia,2021,3.4,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,"Bovine animals, less than 1 year old, for slaughter",Thousand heads (animals),Estonia,2022,3.45,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,"Bovine animals, less than 1 year old, for slaughter",Thousand heads (animals),Estonia,2023,3.34,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,"Bovine animals, less than 1 year old, for slaughter",Thousand heads (animals),Estonia,2024,3.14,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,"Bovine animals, less than 1 year old, for slaughter",Thousand heads (animals),Estonia,2025,3.27,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,"Bovine animals, less than 1 year old, for slaughter",Thousand heads (animals),Greece,2016,38,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,"Bovine animals, less than 1 year old, for slaughter",Thousand heads (animals),Greece,2017,46,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,"Bovine animals, less than 1 year old, for slaughter",Thousand heads (animals),Greece,2018,35,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,"Bovine animals, less than 1 year old, for slaughter",Thousand heads (animals),Greece,2019,46,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,"Bovine animals, less than 1 year old, for slaughter",Thousand heads (animals),Greece,2020,94.5,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,"Bovine animals, less than 1 year old, for slaughter",Thousand heads (animals),Greece,2021,112.3,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,"Bovine animals, less than 1 year old, for slaughter",Thousand heads (animals),Greece,2022,100.1,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,"Bovine animals, less than 1 year old, for slaughter",Thousand heads (animals),Greece,2023,79.9,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,"Bovine animals, less than 1 year old, for slaughter",Thousand heads (animals),Greece,2024,104.7,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,"Bovine animals, less than 1 year old, for slaughter",Thousand heads (animals),Greece,2025,100,p,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,"Bovine animals, less than 1 year old, for slaughter",Thousand heads (animals),Spain,2016,1781.85,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,"Bovine animals, less than 1 year old, for slaughter",Thousand heads (animals),Spain,2017,1876.32,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,"Bovine animals, less than 1 year old, for slaughter",Thousand heads (animals),Spain,2018,1862.27,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,"Bovine animals, less than 1 year old, for slaughter",Thousand heads (animals),Spain,2019,1872.21,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,"Bovine animals, less than 1 year old, for slaughter",Thousand heads (animals),Spain,2020,1880.06,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,"Bovine animals, less than 1 year old, for slaughter",Thousand heads (animals),Spain,2021,1528.43,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,"Bovine animals, less than 1 year old, for slaughter",Thousand heads (animals),Spain,2022,1747.12,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,"Bovine animals, less than 1 year old, for slaughter",Thousand heads (animals),Spain,2023,1700.04,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,"Bovine animals, less than 1 year old, for slaughter",Thousand heads (animals),Spain,2024,1488.7,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,"Bovine animals, less than 1 year old, for slaughter",Thousand heads (animals),Spain,2025,1666.54,p,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,"Bovine animals, less than 1 year old, for slaughter",Thousand heads (animals),"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2025,5357.63,e,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,"Bovine animals, less than 1 year old, for slaughter",Thousand heads (animals),European Union - 15 countries (1995-2004),2016,5397.83,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,"Bovine animals, less than 1 year old, for slaughter",Thousand heads (animals),European Union - 15 countries (1995-2004),2017,5482.18,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,"Bovine animals, less than 1 year old, for slaughter",Thousand heads (animals),European Union - 15 countries (1995-2004),2018,5540.65,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,"Bovine animals, less than 1 year old, for slaughter",Thousand heads (animals),European Union - 15 countries (1995-2004),2019,5523,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,"Bovine animals, less than 1 year old, for slaughter",Thousand heads (animals),European Union - 25 countries (2004-2006),2016,5758.73,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,"Bovine animals, less than 1 year old, for slaughter",Thousand heads (animals),European Union - 25 countries (2004-2006),2017,5831.38,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,"Bovine animals, less than 1 year old, for slaughter",Thousand heads (animals),European Union - 25 countries (2004-2006),2018,5861.49,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,"Bovine animals, less than 1 year old, for slaughter",Thousand heads (animals),European Union - 25 countries (2004-2006),2019,5851.44,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,"Bovine animals, less than 1 year old, for slaughter",Thousand heads (animals),European Union - 27 countries (2007-2013),2016,5919.2,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,"Bovine animals, less than 1 year old, for slaughter",Thousand heads (animals),European Union - 27 countries (2007-2013),2017,5982.97,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,"Bovine animals, less than 1 year old, for slaughter",Thousand heads (animals),European Union - 27 countries (2007-2013),2018,6007.07,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,"Bovine animals, less than 1 year old, for slaughter",Thousand heads (animals),European Union - 27 countries (2007-2013),2019,5966.62,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,"Bovine animals, less than 1 year old, for slaughter",Thousand heads (animals),European Union - 27 countries (from 2020),2016,5912.2,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,"Bovine animals, less than 1 year old, for slaughter",Thousand heads (animals),European Union - 27 countries (from 2020),2017,5975.97,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,"Bovine animals, less than 1 year old, for slaughter",Thousand heads (animals),European Union - 27 countries (from 2020),2018,6000.07,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,"Bovine animals, less than 1 year old, for slaughter",Thousand heads (animals),European Union - 27 countries (from 2020),2019,5959.62,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,"Bovine animals, less than 1 year old, for slaughter",Thousand heads (animals),European Union - 27 countries (from 2020),2020,5979.68,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,"Bovine animals, less than 1 year old, for slaughter",Thousand heads (animals),European Union - 27 countries (from 2020),2021,5581.35,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,"Bovine animals, less than 1 year old, for slaughter",Thousand heads (animals),European Union - 27 countries (from 2020),2022,5563.99,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,"Bovine animals, less than 1 year old, for slaughter",Thousand heads (animals),European Union - 27 countries (from 2020),2023,5496.46,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,"Bovine animals, less than 1 year old, for slaughter",Thousand heads (animals),European Union - 27 countries (from 2020),2024,5270.73,be,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,"Bovine animals, less than 1 year old, for slaughter",Thousand heads (animals),European Union - 27 countries (from 2020),2025,5357.63,e,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,"Bovine animals, less than 1 year old, for slaughter",Thousand heads (animals),European Union - 28 countries (2013-2020),2016,5939.2,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,"Bovine animals, less than 1 year old, for slaughter",Thousand heads (animals),European Union - 28 countries (2013-2020),2017,6002.97,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,"Bovine animals, less than 1 year old, for slaughter",Thousand heads (animals),European Union - 28 countries (2013-2020),2018,6026.07,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,"Bovine animals, less than 1 year old, for slaughter",Thousand heads (animals),European Union - 28 countries (2013-2020),2019,5985.62,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,"Bovine animals, less than 1 year old, for slaughter",Thousand heads (animals),Finland,2016,2.72,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,"Bovine animals, less than 1 year old, for slaughter",Thousand heads (animals),Finland,2017,2.69,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,"Bovine animals, less than 1 year old, for slaughter",Thousand heads (animals),Finland,2018,2.66,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,"Bovine animals, less than 1 year old, for slaughter",Thousand heads (animals),Finland,2019,2.56,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,"Bovine animals, less than 1 year old, for slaughter",Thousand heads (animals),Finland,2020,2.63,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,"Bovine animals, less than 1 year old, for slaughter",Thousand heads (animals),Finland,2021,2.58,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,"Bovine animals, less than 1 year old, for slaughter",Thousand heads (animals),Finland,2022,2.55,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,"Bovine animals, less than 1 year old, for slaughter",Thousand heads (animals),Finland,2023,2.36,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,"Bovine animals, less than 1 year old, for slaughter",Thousand heads (animals),Finland,2024,2.26,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,"Bovine animals, less than 1 year old, for slaughter",Thousand heads (animals),Finland,2025,2.25,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,"Bovine animals, less than 1 year old, for slaughter",Thousand heads (animals),France,2016,630.63,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,"Bovine animals, less than 1 year old, for slaughter",Thousand heads (animals),France,2017,596.23,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,"Bovine animals, less than 1 year old, for slaughter",Thousand heads (animals),France,2018,618.73,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,"Bovine animals, less than 1 year old, for slaughter",Thousand heads (animals),France,2019,599,d,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,"Bovine animals, less than 1 year old, for slaughter",Thousand heads (animals),France,2020,591.82,d,
