DATAFLOW,LAST UPDATE,freq,month,animals,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,Live bovine animals,Thousand heads (animals),Bosnia and Herzegovina,2016,455,e,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,Live bovine animals,Thousand heads (animals),Bosnia and Herzegovina,2017,445,e,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,Live bovine animals,Thousand heads (animals),Bosnia and Herzegovina,2018,438,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,Live bovine animals,Thousand heads (animals),Bosnia and Herzegovina,2019,430,e,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,Live bovine animals,Thousand heads (animals),Bosnia and Herzegovina,2020,427,e,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,Live bovine animals,Thousand heads (animals),Bosnia and Herzegovina,2021,339.51,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,Live bovine animals,Thousand heads (animals),Bosnia and Herzegovina,2022,339.15,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,Live bovine animals,Thousand heads (animals),Bosnia and Herzegovina,2023,330.11,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,Live bovine animals,Thousand heads (animals),Belgium,2016,2501.35,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,Live bovine animals,Thousand heads (animals),Belgium,2017,2385.99,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,Live bovine animals,Thousand heads (animals),Belgium,2018,2398.09,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,Live bovine animals,Thousand heads (animals),Belgium,2019,2373.1,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,Live bovine animals,Thousand heads (animals),Belgium,2020,2335.44,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,Live bovine animals,Thousand heads (animals),Belgium,2021,2310.44,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,Live bovine animals,Thousand heads (animals),Belgium,2022,2286.11,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,Live bovine animals,Thousand heads (animals),Belgium,2023,2245.71,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,Live bovine animals,Thousand heads (animals),Belgium,2024,2153.43,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,Live bovine animals,Thousand heads (animals),Belgium,2025,2127.44,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,Live bovine animals,Thousand heads (animals),Bulgaria,2016,570.14,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,Live bovine animals,Thousand heads (animals),Bulgaria,2017,552.92,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,Live bovine animals,Thousand heads (animals),Bulgaria,2018,542.12,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,Live bovine animals,Thousand heads (animals),Bulgaria,2019,527.19,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,Live bovine animals,Thousand heads (animals),Bulgaria,2020,588.91,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,Live bovine animals,Thousand heads (animals),Bulgaria,2021,611.2,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,Live bovine animals,Thousand heads (animals),Bulgaria,2022,579.86,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,Live bovine animals,Thousand heads (animals),Bulgaria,2023,574.3,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,Live bovine animals,Thousand heads (animals),Bulgaria,2024,558.77,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,Live bovine animals,Thousand heads (animals),Bulgaria,2025,563.52,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,Live bovine animals,Thousand heads (animals),Switzerland,2016,1560.09,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,Live bovine animals,Thousand heads (animals),Switzerland,2017,1560.73,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,Live bovine animals,Thousand heads (animals),Switzerland,2018,1540.24,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,Live bovine animals,Thousand heads (animals),Switzerland,2019,1528.92,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,Live bovine animals,Thousand heads (animals),Switzerland,2020,1518.16,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,Live bovine animals,Thousand heads (animals),Switzerland,2021,1529.76,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,Live bovine animals,Thousand heads (animals),Switzerland,2022,1536.19,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,Live bovine animals,Thousand heads (animals),Switzerland,2023,1535.35,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,Live bovine animals,Thousand heads (animals),Switzerland,2024,1530.85,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,Live bovine animals,Thousand heads (animals),Switzerland,2025,1531.63,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,Live bovine animals,Thousand heads (animals),Cyprus,2016,63.14,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,Live bovine animals,Thousand heads (animals),Cyprus,2017,67.03,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,Live bovine animals,Thousand heads (animals),Cyprus,2018,70.82,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,Live bovine animals,Thousand heads (animals),Cyprus,2019,73.97,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,Live bovine animals,Thousand heads (animals),Cyprus,2020,83.03,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,Live bovine animals,Thousand heads (animals),Cyprus,2021,84.61,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,Live bovine animals,Thousand heads (animals),Cyprus,2022,81.44,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,Live bovine animals,Thousand heads (animals),Cyprus,2023,82.27,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,Live bovine animals,Thousand heads (animals),Cyprus,2024,82.68,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,Live bovine animals,Thousand heads (animals),Cyprus,2025,84.48,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,Live bovine animals,Thousand heads (animals),Czechia,2016,1339.6,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,Live bovine animals,Thousand heads (animals),Czechia,2017,1366.36,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,Live bovine animals,Thousand heads (animals),Czechia,2018,1365.24,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,Live bovine animals,Thousand heads (animals),Czechia,2019,1367.05,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,Live bovine animals,Thousand heads (animals),Czechia,2020,1340.04,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,Live bovine animals,Thousand heads (animals),Czechia,2021,1359.42,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,Live bovine animals,Thousand heads (animals),Czechia,2022,1390.49,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,Live bovine animals,Thousand heads (animals),Czechia,2023,1369.59,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,Live bovine animals,Thousand heads (animals),Czechia,2024,1397.41,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,Live bovine animals,Thousand heads (animals),Czechia,2025,1389.68,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,Live bovine animals,Thousand heads (animals),Germany,2016,12466.59,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,Live bovine animals,Thousand heads (animals),Germany,2017,12281.2,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,Live bovine animals,Thousand heads (animals),Germany,2018,11949.09,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,Live bovine animals,Thousand heads (animals),Germany,2019,11639.53,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,Live bovine animals,Thousand heads (animals),Germany,2020,11301.86,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,Live bovine animals,Thousand heads (animals),Germany,2021,11039.66,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,Live bovine animals,Thousand heads (animals),Germany,2022,10996.96,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,Live bovine animals,Thousand heads (animals),Germany,2023,10836.2,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,Live bovine animals,Thousand heads (animals),Germany,2024,10461.29,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,Live bovine animals,Thousand heads (animals),Germany,2025,10420.27,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,Live bovine animals,Thousand heads (animals),Denmark,2016,1554,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,Live bovine animals,Thousand heads (animals),Denmark,2017,1558,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,Live bovine animals,Thousand heads (animals),Denmark,2018,1530,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,Live bovine animals,Thousand heads (animals),Denmark,2019,1500,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,Live bovine animals,Thousand heads (animals),Denmark,2020,1500,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,Live bovine animals,Thousand heads (animals),Denmark,2021,1480,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,Live bovine animals,Thousand heads (animals),Denmark,2022,1466,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,Live bovine animals,Thousand heads (animals),Denmark,2023,1434.87,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,Live bovine animals,Thousand heads (animals),Denmark,2024,1413.86,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,Live bovine animals,Thousand heads (animals),Denmark,2025,1399.87,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,Live bovine animals,Thousand heads (animals),Estonia,2016,248.2,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,Live bovine animals,Thousand heads (animals),Estonia,2017,250.9,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,Live bovine animals,Thousand heads (animals),Estonia,2018,251.9,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,Live bovine animals,Thousand heads (animals),Estonia,2019,254,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,Live bovine animals,Thousand heads (animals),Estonia,2020,253.3,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,Live bovine animals,Thousand heads (animals),Estonia,2021,250.8,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,Live bovine animals,Thousand heads (animals),Estonia,2022,249.62,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,Live bovine animals,Thousand heads (animals),Estonia,2023,241.36,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,Live bovine animals,Thousand heads (animals),Estonia,2024,232.39,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,Live bovine animals,Thousand heads (animals),Estonia,2025,234.12,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,Live bovine animals,Thousand heads (animals),Greece,2016,554,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,Live bovine animals,Thousand heads (animals),Greece,2017,556,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,Live bovine animals,Thousand heads (animals),Greece,2018,542,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,Live bovine animals,Thousand heads (animals),Greece,2019,530,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,Live bovine animals,Thousand heads (animals),Greece,2020,631.5,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,Live bovine animals,Thousand heads (animals),Greece,2021,614.1,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,Live bovine animals,Thousand heads (animals),Greece,2022,581.6,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,Live bovine animals,Thousand heads (animals),Greece,2023,638.8,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,Live bovine animals,Thousand heads (animals),Greece,2024,595.2,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,Live bovine animals,Thousand heads (animals),Greece,2025,567,p,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,Live bovine animals,Thousand heads (animals),Spain,2016,6317.64,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,Live bovine animals,Thousand heads (animals),Spain,2017,6465.75,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,Live bovine animals,Thousand heads (animals),Spain,2018,6510.59,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,Live bovine animals,Thousand heads (animals),Spain,2019,6600.33,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,Live bovine animals,Thousand heads (animals),Spain,2020,6636.43,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,Live bovine animals,Thousand heads (animals),Spain,2021,6576.3,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,Live bovine animals,Thousand heads (animals),Spain,2022,6455.13,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,Live bovine animals,Thousand heads (animals),Spain,2023,6294.64,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,Live bovine animals,Thousand heads (animals),Spain,2024,6173.96,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,Live bovine animals,Thousand heads (animals),Spain,2025,6299.92,p,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,Live bovine animals,Thousand heads (animals),"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2025,71534.87,p,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,Live bovine animals,Thousand heads (animals),European Union - 15 countries (1995-2004),2016,75910.39,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,Live bovine animals,Thousand heads (animals),European Union - 15 countries (1995-2004),2017,75175.58,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,Live bovine animals,Thousand heads (animals),European Union - 15 countries (1995-2004),2018,73781.91,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,Live bovine animals,Thousand heads (animals),European Union - 15 countries (1995-2004),2019,72924.81,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,Live bovine animals,Thousand heads (animals),European Union - 25 countries (2004-2006),2016,86439.7,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,Live bovine animals,Thousand heads (animals),European Union - 25 countries (2004-2006),2017,85781.91,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,Live bovine animals,Thousand heads (animals),European Union - 25 countries (2004-2006),2018,84516.78,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,Live bovine animals,Thousand heads (animals),European Union - 25 countries (2004-2006),2019,83749.66,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,Live bovine animals,Thousand heads (animals),European Union - 27 countries (2007-2013),2016,89059.54,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,Live bovine animals,Thousand heads (animals),European Union - 27 countries (2007-2013),2017,88345.94,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,Live bovine animals,Thousand heads (animals),European Union - 27 countries (2007-2013),2018,87036.1,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,Live bovine animals,Thousand heads (animals),European Union - 27 countries (2007-2013),2019,86200.16,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,Live bovine animals,Thousand heads (animals),European Union - 27 countries (from 2020),2016,79697.54,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,Live bovine animals,Thousand heads (animals),European Union - 27 countries (from 2020),2017,79009.94,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,Live bovine animals,Thousand heads (animals),European Union - 27 countries (from 2020),2018,77840.1,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,Live bovine animals,Thousand heads (animals),European Union - 27 countries (from 2020),2019,77161.16,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,Live bovine animals,Thousand heads (animals),European Union - 27 countries (from 2020),2020,76551.1,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,Live bovine animals,Thousand heads (animals),European Union - 27 countries (from 2020),2021,75705.3,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,Live bovine animals,Thousand heads (animals),European Union - 27 countries (from 2020),2022,74807.63,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,Live bovine animals,Thousand heads (animals),European Union - 27 countries (from 2020),2023,73761.43,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,Live bovine animals,Thousand heads (animals),European Union - 27 countries (from 2020),2024,71896.32,b,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,Live bovine animals,Thousand heads (animals),European Union - 27 countries (from 2020),2025,71534.87,p,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,Live bovine animals,Thousand heads (animals),European Union - 28 countries (2013-2020),2016,89503.54,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,Live bovine animals,Thousand heads (animals),European Union - 28 countries (2013-2020),2017,88796.94,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,Live bovine animals,Thousand heads (animals),European Union - 28 countries (2013-2020),2018,87450.1,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,Live bovine animals,Thousand heads (animals),European Union - 28 countries (2013-2020),2019,86620.16,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,Live bovine animals,Thousand heads (animals),Finland,2016,887.25,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,Live bovine animals,Thousand heads (animals),Finland,2017,874.52,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,Live bovine animals,Thousand heads (animals),Finland,2018,859.38,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,Live bovine animals,Thousand heads (animals),Finland,2019,840.74,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,Live bovine animals,Thousand heads (animals),Finland,2020,835.38,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,Live bovine animals,Thousand heads (animals),Finland,2021,829.98,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,Live bovine animals,Thousand heads (animals),Finland,2022,821.97,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,Live bovine animals,Thousand heads (animals),Finland,2023,798.64,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,Live bovine animals,Thousand heads (animals),Finland,2024,764.03,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,Live bovine animals,Thousand heads (animals),Finland,2025,752.13,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,Live bovine animals,Thousand heads (animals),France,2016,19373.38,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,Live bovine animals,Thousand heads (animals),France,2017,18953.58,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,Live bovine animals,Thousand heads (animals),France,2018,18613.04,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,Live bovine animals,Thousand heads (animals),France,2019,18172.97,d,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,Live bovine animals,Thousand heads (animals),France,2020,17815.67,d,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,Live bovine animals,Thousand heads (animals),France,2021,17330.08,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,Live bovine animals,Thousand heads (animals),France,2022,16986.19,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,Live bovine animals,Thousand heads (animals),France,2023,16806.9,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,Live bovine animals,Thousand heads (animals),France,2024,16478.26,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,Live bovine animals,Thousand heads (animals),France,2025,16232,,
ESTAT:APRO_MT_LSCATL$DEFAULTVIEW(1.0),18/03/26 23:00:00,Annual,November - December,Live bovine animals,Thousand heads (animals),Croatia,2016,444,,
