DATAFLOW,LAST UPDATE,freq,animals,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:ORG_LSTSPEC$DEFAULTVIEW(1.0),19/02/26 23:00:00,Annual,"Live swine, domestic species",Head (animal),France,2016,241470,,
ESTAT:ORG_LSTSPEC$DEFAULTVIEW(1.0),19/02/26 23:00:00,Annual,"Live swine, domestic species",Head (animal),France,2017,282286,,
ESTAT:ORG_LSTSPEC$DEFAULTVIEW(1.0),19/02/26 23:00:00,Annual,"Live swine, domestic species",Head (animal),France,2018,317925,,
ESTAT:ORG_LSTSPEC$DEFAULTVIEW(1.0),19/02/26 23:00:00,Annual,"Live swine, domestic species",Head (animal),France,2019,437950,e,
ESTAT:ORG_LSTSPEC$DEFAULTVIEW(1.0),19/02/26 23:00:00,Annual,"Live swine, domestic species",Head (animal),France,2020,439569,e,
ESTAT:ORG_LSTSPEC$DEFAULTVIEW(1.0),19/02/26 23:00:00,Annual,"Live swine, domestic species",Head (animal),France,2021,496251,e,
ESTAT:ORG_LSTSPEC$DEFAULTVIEW(1.0),19/02/26 23:00:00,Annual,"Live swine, domestic species",Head (animal),France,2022,478665,e,
ESTAT:ORG_LSTSPEC$DEFAULTVIEW(1.0),19/02/26 23:00:00,Annual,"Live swine, domestic species",Head (animal),France,2023,363852,e,
ESTAT:ORG_LSTSPEC$DEFAULTVIEW(1.0),19/02/26 23:00:00,Annual,"Live swine, domestic species",Head (animal),France,2024,321537,e,
ESTAT:ORG_LSTSPEC$DEFAULTVIEW(1.0),19/02/26 23:00:00,Annual,"Live swine, domestic species",Head (animal),Croatia,2015,1114,,
ESTAT:ORG_LSTSPEC$DEFAULTVIEW(1.0),19/02/26 23:00:00,Annual,"Live swine, domestic species",Head (animal),Croatia,2016,1083,,
ESTAT:ORG_LSTSPEC$DEFAULTVIEW(1.0),19/02/26 23:00:00,Annual,"Live swine, domestic species",Head (animal),Croatia,2017,1468,,
ESTAT:ORG_LSTSPEC$DEFAULTVIEW(1.0),19/02/26 23:00:00,Annual,"Live swine, domestic species",Head (animal),Croatia,2018,1887,,
ESTAT:ORG_LSTSPEC$DEFAULTVIEW(1.0),19/02/26 23:00:00,Annual,"Live swine, domestic species",Head (animal),Croatia,2019,2873,,
ESTAT:ORG_LSTSPEC$DEFAULTVIEW(1.0),19/02/26 23:00:00,Annual,"Live swine, domestic species",Head (animal),Croatia,2020,420,,
ESTAT:ORG_LSTSPEC$DEFAULTVIEW(1.0),19/02/26 23:00:00,Annual,"Live swine, domestic species",Head (animal),Croatia,2021,468,,
ESTAT:ORG_LSTSPEC$DEFAULTVIEW(1.0),19/02/26 23:00:00,Annual,"Live swine, domestic species",Head (animal),Croatia,2022,528,,
ESTAT:ORG_LSTSPEC$DEFAULTVIEW(1.0),19/02/26 23:00:00,Annual,"Live swine, domestic species",Head (animal),Croatia,2023,636,,
ESTAT:ORG_LSTSPEC$DEFAULTVIEW(1.0),19/02/26 23:00:00,Annual,"Live swine, domestic species",Head (animal),Croatia,2024,497,,
ESTAT:ORG_LSTSPEC$DEFAULTVIEW(1.0),19/02/26 23:00:00,Annual,"Live swine, domestic species",Head (animal),Hungary,2015,4023,,
ESTAT:ORG_LSTSPEC$DEFAULTVIEW(1.0),19/02/26 23:00:00,Annual,"Live swine, domestic species",Head (animal),Hungary,2016,4776,,
ESTAT:ORG_LSTSPEC$DEFAULTVIEW(1.0),19/02/26 23:00:00,Annual,"Live swine, domestic species",Head (animal),Hungary,2017,5333,,
ESTAT:ORG_LSTSPEC$DEFAULTVIEW(1.0),19/02/26 23:00:00,Annual,"Live swine, domestic species",Head (animal),Hungary,2018,4459,,
ESTAT:ORG_LSTSPEC$DEFAULTVIEW(1.0),19/02/26 23:00:00,Annual,"Live swine, domestic species",Head (animal),Hungary,2019,5486,,
ESTAT:ORG_LSTSPEC$DEFAULTVIEW(1.0),19/02/26 23:00:00,Annual,"Live swine, domestic species",Head (animal),Hungary,2020,3499,,
ESTAT:ORG_LSTSPEC$DEFAULTVIEW(1.0),19/02/26 23:00:00,Annual,"Live swine, domestic species",Head (animal),Hungary,2021,4446,,
ESTAT:ORG_LSTSPEC$DEFAULTVIEW(1.0),19/02/26 23:00:00,Annual,"Live swine, domestic species",Head (animal),Hungary,2022,6801,,
ESTAT:ORG_LSTSPEC$DEFAULTVIEW(1.0),19/02/26 23:00:00,Annual,"Live swine, domestic species",Head (animal),Hungary,2023,3855,,
ESTAT:ORG_LSTSPEC$DEFAULTVIEW(1.0),19/02/26 23:00:00,Annual,"Live swine, domestic species",Head (animal),Hungary,2024,3333,,
ESTAT:ORG_LSTSPEC$DEFAULTVIEW(1.0),19/02/26 23:00:00,Annual,"Live swine, domestic species",Head (animal),Ireland,2015,443,,
ESTAT:ORG_LSTSPEC$DEFAULTVIEW(1.0),19/02/26 23:00:00,Annual,"Live swine, domestic species",Head (animal),Ireland,2016,572,,
ESTAT:ORG_LSTSPEC$DEFAULTVIEW(1.0),19/02/26 23:00:00,Annual,"Live swine, domestic species",Head (animal),Ireland,2017,708,,
ESTAT:ORG_LSTSPEC$DEFAULTVIEW(1.0),19/02/26 23:00:00,Annual,"Live swine, domestic species",Head (animal),Ireland,2018,642,,
ESTAT:ORG_LSTSPEC$DEFAULTVIEW(1.0),19/02/26 23:00:00,Annual,"Live swine, domestic species",Head (animal),Ireland,2019,518,,
ESTAT:ORG_LSTSPEC$DEFAULTVIEW(1.0),19/02/26 23:00:00,Annual,"Live swine, domestic species",Head (animal),Ireland,2020,599,,
ESTAT:ORG_LSTSPEC$DEFAULTVIEW(1.0),19/02/26 23:00:00,Annual,"Live swine, domestic species",Head (animal),Ireland,2021,720,,
ESTAT:ORG_LSTSPEC$DEFAULTVIEW(1.0),19/02/26 23:00:00,Annual,"Live swine, domestic species",Head (animal),Ireland,2022,531,,
ESTAT:ORG_LSTSPEC$DEFAULTVIEW(1.0),19/02/26 23:00:00,Annual,"Live swine, domestic species",Head (animal),Ireland,2023,677,,
ESTAT:ORG_LSTSPEC$DEFAULTVIEW(1.0),19/02/26 23:00:00,Annual,"Live swine, domestic species",Head (animal),Ireland,2024,560,,
ESTAT:ORG_LSTSPEC$DEFAULTVIEW(1.0),19/02/26 23:00:00,Annual,"Live swine, domestic species",Head (animal),Iceland,2017,0,,
ESTAT:ORG_LSTSPEC$DEFAULTVIEW(1.0),19/02/26 23:00:00,Annual,"Live swine, domestic species",Head (animal),Iceland,2018,0,,
ESTAT:ORG_LSTSPEC$DEFAULTVIEW(1.0),19/02/26 23:00:00,Annual,"Live swine, domestic species",Head (animal),Iceland,2019,0,,
ESTAT:ORG_LSTSPEC$DEFAULTVIEW(1.0),19/02/26 23:00:00,Annual,"Live swine, domestic species",Head (animal),Iceland,2020,0,,
ESTAT:ORG_LSTSPEC$DEFAULTVIEW(1.0),19/02/26 23:00:00,Annual,"Live swine, domestic species",Head (animal),Iceland,2021,0,,
ESTAT:ORG_LSTSPEC$DEFAULTVIEW(1.0),19/02/26 23:00:00,Annual,"Live swine, domestic species",Head (animal),Italy,2015,49909,,
ESTAT:ORG_LSTSPEC$DEFAULTVIEW(1.0),19/02/26 23:00:00,Annual,"Live swine, domestic species",Head (animal),Italy,2016,56567,,
ESTAT:ORG_LSTSPEC$DEFAULTVIEW(1.0),19/02/26 23:00:00,Annual,"Live swine, domestic species",Head (animal),Italy,2017,61242,,
ESTAT:ORG_LSTSPEC$DEFAULTVIEW(1.0),19/02/26 23:00:00,Annual,"Live swine, domestic species",Head (animal),Italy,2018,59623,,
ESTAT:ORG_LSTSPEC$DEFAULTVIEW(1.0),19/02/26 23:00:00,Annual,"Live swine, domestic species",Head (animal),Italy,2019,51765,p,
ESTAT:ORG_LSTSPEC$DEFAULTVIEW(1.0),19/02/26 23:00:00,Annual,"Live swine, domestic species",Head (animal),Italy,2020,58263,,
ESTAT:ORG_LSTSPEC$DEFAULTVIEW(1.0),19/02/26 23:00:00,Annual,"Live swine, domestic species",Head (animal),Italy,2021,58535,,
ESTAT:ORG_LSTSPEC$DEFAULTVIEW(1.0),19/02/26 23:00:00,Annual,"Live swine, domestic species",Head (animal),Italy,2022,65590,,
ESTAT:ORG_LSTSPEC$DEFAULTVIEW(1.0),19/02/26 23:00:00,Annual,"Live swine, domestic species",Head (animal),Italy,2023,54591,,
ESTAT:ORG_LSTSPEC$DEFAULTVIEW(1.0),19/02/26 23:00:00,Annual,"Live swine, domestic species",Head (animal),Italy,2024,55327,,
ESTAT:ORG_LSTSPEC$DEFAULTVIEW(1.0),19/02/26 23:00:00,Annual,"Live swine, domestic species",Head (animal),Lithuania,2015,189,,
ESTAT:ORG_LSTSPEC$DEFAULTVIEW(1.0),19/02/26 23:00:00,Annual,"Live swine, domestic species",Head (animal),Lithuania,2016,180,,
ESTAT:ORG_LSTSPEC$DEFAULTVIEW(1.0),19/02/26 23:00:00,Annual,"Live swine, domestic species",Head (animal),Lithuania,2017,112,,
ESTAT:ORG_LSTSPEC$DEFAULTVIEW(1.0),19/02/26 23:00:00,Annual,"Live swine, domestic species",Head (animal),Lithuania,2018,142,,
ESTAT:ORG_LSTSPEC$DEFAULTVIEW(1.0),19/02/26 23:00:00,Annual,"Live swine, domestic species",Head (animal),Lithuania,2019,131,,
ESTAT:ORG_LSTSPEC$DEFAULTVIEW(1.0),19/02/26 23:00:00,Annual,"Live swine, domestic species",Head (animal),Lithuania,2020,172,,
ESTAT:ORG_LSTSPEC$DEFAULTVIEW(1.0),19/02/26 23:00:00,Annual,"Live swine, domestic species",Head (animal),Lithuania,2021,175,,
ESTAT:ORG_LSTSPEC$DEFAULTVIEW(1.0),19/02/26 23:00:00,Annual,"Live swine, domestic species",Head (animal),Lithuania,2022,138,,
ESTAT:ORG_LSTSPEC$DEFAULTVIEW(1.0),19/02/26 23:00:00,Annual,"Live swine, domestic species",Head (animal),Lithuania,2023,135,,
ESTAT:ORG_LSTSPEC$DEFAULTVIEW(1.0),19/02/26 23:00:00,Annual,"Live swine, domestic species",Head (animal),Lithuania,2024,139,,
ESTAT:ORG_LSTSPEC$DEFAULTVIEW(1.0),19/02/26 23:00:00,Annual,"Live swine, domestic species",Head (animal),Luxembourg,2015,908,,
ESTAT:ORG_LSTSPEC$DEFAULTVIEW(1.0),19/02/26 23:00:00,Annual,"Live swine, domestic species",Head (animal),Luxembourg,2016,830,,
ESTAT:ORG_LSTSPEC$DEFAULTVIEW(1.0),19/02/26 23:00:00,Annual,"Live swine, domestic species",Head (animal),Luxembourg,2017,860,,
ESTAT:ORG_LSTSPEC$DEFAULTVIEW(1.0),19/02/26 23:00:00,Annual,"Live swine, domestic species",Head (animal),Luxembourg,2018,895,,
ESTAT:ORG_LSTSPEC$DEFAULTVIEW(1.0),19/02/26 23:00:00,Annual,"Live swine, domestic species",Head (animal),Luxembourg,2019,1026,,
ESTAT:ORG_LSTSPEC$DEFAULTVIEW(1.0),19/02/26 23:00:00,Annual,"Live swine, domestic species",Head (animal),Luxembourg,2020,1109,,
ESTAT:ORG_LSTSPEC$DEFAULTVIEW(1.0),19/02/26 23:00:00,Annual,"Live swine, domestic species",Head (animal),Luxembourg,2021,780,,
ESTAT:ORG_LSTSPEC$DEFAULTVIEW(1.0),19/02/26 23:00:00,Annual,"Live swine, domestic species",Head (animal),Luxembourg,2022,3014,,
ESTAT:ORG_LSTSPEC$DEFAULTVIEW(1.0),19/02/26 23:00:00,Annual,"Live swine, domestic species",Head (animal),Luxembourg,2023,3436,,
ESTAT:ORG_LSTSPEC$DEFAULTVIEW(1.0),19/02/26 23:00:00,Annual,"Live swine, domestic species",Head (animal),Luxembourg,2024,1475,,
ESTAT:ORG_LSTSPEC$DEFAULTVIEW(1.0),19/02/26 23:00:00,Annual,"Live swine, domestic species",Head (animal),Latvia,2015,2838,,
ESTAT:ORG_LSTSPEC$DEFAULTVIEW(1.0),19/02/26 23:00:00,Annual,"Live swine, domestic species",Head (animal),Latvia,2016,2870,,
ESTAT:ORG_LSTSPEC$DEFAULTVIEW(1.0),19/02/26 23:00:00,Annual,"Live swine, domestic species",Head (animal),Latvia,2017,2571,,
ESTAT:ORG_LSTSPEC$DEFAULTVIEW(1.0),19/02/26 23:00:00,Annual,"Live swine, domestic species",Head (animal),Latvia,2018,1845,,
ESTAT:ORG_LSTSPEC$DEFAULTVIEW(1.0),19/02/26 23:00:00,Annual,"Live swine, domestic species",Head (animal),Latvia,2019,1925,,
ESTAT:ORG_LSTSPEC$DEFAULTVIEW(1.0),19/02/26 23:00:00,Annual,"Live swine, domestic species",Head (animal),Latvia,2020,1795,,
ESTAT:ORG_LSTSPEC$DEFAULTVIEW(1.0),19/02/26 23:00:00,Annual,"Live swine, domestic species",Head (animal),Latvia,2021,1637,,
ESTAT:ORG_LSTSPEC$DEFAULTVIEW(1.0),19/02/26 23:00:00,Annual,"Live swine, domestic species",Head (animal),Latvia,2022,1202,,
ESTAT:ORG_LSTSPEC$DEFAULTVIEW(1.0),19/02/26 23:00:00,Annual,"Live swine, domestic species",Head (animal),Latvia,2023,912,,
ESTAT:ORG_LSTSPEC$DEFAULTVIEW(1.0),19/02/26 23:00:00,Annual,"Live swine, domestic species",Head (animal),Latvia,2024,812,,
ESTAT:ORG_LSTSPEC$DEFAULTVIEW(1.0),19/02/26 23:00:00,Annual,"Live swine, domestic species",Head (animal),Montenegro,2016,0,,
ESTAT:ORG_LSTSPEC$DEFAULTVIEW(1.0),19/02/26 23:00:00,Annual,"Live swine, domestic species",Head (animal),Montenegro,2017,0,,
ESTAT:ORG_LSTSPEC$DEFAULTVIEW(1.0),19/02/26 23:00:00,Annual,"Live swine, domestic species",Head (animal),Montenegro,2018,0,,
ESTAT:ORG_LSTSPEC$DEFAULTVIEW(1.0),19/02/26 23:00:00,Annual,"Live swine, domestic species",Head (animal),Montenegro,2019,0,,
ESTAT:ORG_LSTSPEC$DEFAULTVIEW(1.0),19/02/26 23:00:00,Annual,"Live swine, domestic species",Head (animal),Montenegro,2020,0,,
ESTAT:ORG_LSTSPEC$DEFAULTVIEW(1.0),19/02/26 23:00:00,Annual,"Live swine, domestic species",Head (animal),Montenegro,2021,0,,
ESTAT:ORG_LSTSPEC$DEFAULTVIEW(1.0),19/02/26 23:00:00,Annual,"Live swine, domestic species",Head (animal),Montenegro,2022,0,,
ESTAT:ORG_LSTSPEC$DEFAULTVIEW(1.0),19/02/26 23:00:00,Annual,"Live swine, domestic species",Head (animal),Montenegro,2023,0,,
ESTAT:ORG_LSTSPEC$DEFAULTVIEW(1.0),19/02/26 23:00:00,Annual,"Live swine, domestic species",Head (animal),Montenegro,2024,0,,
ESTAT:ORG_LSTSPEC$DEFAULTVIEW(1.0),19/02/26 23:00:00,Annual,"Live swine, domestic species",Head (animal),North Macedonia,2015,0,,
ESTAT:ORG_LSTSPEC$DEFAULTVIEW(1.0),19/02/26 23:00:00,Annual,"Live swine, domestic species",Head (animal),North Macedonia,2016,0,,
ESTAT:ORG_LSTSPEC$DEFAULTVIEW(1.0),19/02/26 23:00:00,Annual,"Live swine, domestic species",Head (animal),North Macedonia,2017,0,,
ESTAT:ORG_LSTSPEC$DEFAULTVIEW(1.0),19/02/26 23:00:00,Annual,"Live swine, domestic species",Head (animal),North Macedonia,2018,0,,
ESTAT:ORG_LSTSPEC$DEFAULTVIEW(1.0),19/02/26 23:00:00,Annual,"Live swine, domestic species",Head (animal),North Macedonia,2019,0,,
ESTAT:ORG_LSTSPEC$DEFAULTVIEW(1.0),19/02/26 23:00:00,Annual,"Live swine, domestic species",Head (animal),North Macedonia,2020,0,,
ESTAT:ORG_LSTSPEC$DEFAULTVIEW(1.0),19/02/26 23:00:00,Annual,"Live swine, domestic species",Head (animal),North Macedonia,2021,0,,
ESTAT:ORG_LSTSPEC$DEFAULTVIEW(1.0),19/02/26 23:00:00,Annual,"Live swine, domestic species",Head (animal),North Macedonia,2022,0,,
ESTAT:ORG_LSTSPEC$DEFAULTVIEW(1.0),19/02/26 23:00:00,Annual,"Live swine, domestic species",Head (animal),North Macedonia,2023,0,,
ESTAT:ORG_LSTSPEC$DEFAULTVIEW(1.0),19/02/26 23:00:00,Annual,"Live swine, domestic species",Head (animal),North Macedonia,2024,0,,
ESTAT:ORG_LSTSPEC$DEFAULTVIEW(1.0),19/02/26 23:00:00,Annual,"Live swine, domestic species",Head (animal),Malta,2015,0,,
ESTAT:ORG_LSTSPEC$DEFAULTVIEW(1.0),19/02/26 23:00:00,Annual,"Live swine, domestic species",Head (animal),Malta,2016,0,,
ESTAT:ORG_LSTSPEC$DEFAULTVIEW(1.0),19/02/26 23:00:00,Annual,"Live swine, domestic species",Head (animal),Malta,2017,0,,
ESTAT:ORG_LSTSPEC$DEFAULTVIEW(1.0),19/02/26 23:00:00,Annual,"Live swine, domestic species",Head (animal),Malta,2018,0,,
ESTAT:ORG_LSTSPEC$DEFAULTVIEW(1.0),19/02/26 23:00:00,Annual,"Live swine, domestic species",Head (animal),Malta,2019,0,,
ESTAT:ORG_LSTSPEC$DEFAULTVIEW(1.0),19/02/26 23:00:00,Annual,"Live swine, domestic species",Head (animal),Malta,2020,0,,
ESTAT:ORG_LSTSPEC$DEFAULTVIEW(1.0),19/02/26 23:00:00,Annual,"Live swine, domestic species",Head (animal),Malta,2021,0,,
ESTAT:ORG_LSTSPEC$DEFAULTVIEW(1.0),19/02/26 23:00:00,Annual,"Live swine, domestic species",Head (animal),Malta,2022,0,,
ESTAT:ORG_LSTSPEC$DEFAULTVIEW(1.0),19/02/26 23:00:00,Annual,"Live swine, domestic species",Head (animal),Malta,2023,0,,
ESTAT:ORG_LSTSPEC$DEFAULTVIEW(1.0),19/02/26 23:00:00,Annual,"Live swine, domestic species",Head (animal),Netherlands,2016,70523,,
ESTAT:ORG_LSTSPEC$DEFAULTVIEW(1.0),19/02/26 23:00:00,Annual,"Live swine, domestic species",Head (animal),Netherlands,2017,87542,,
ESTAT:ORG_LSTSPEC$DEFAULTVIEW(1.0),19/02/26 23:00:00,Annual,"Live swine, domestic species",Head (animal),Netherlands,2018,93210,,
ESTAT:ORG_LSTSPEC$DEFAULTVIEW(1.0),19/02/26 23:00:00,Annual,"Live swine, domestic species",Head (animal),Netherlands,2019,106458,,
ESTAT:ORG_LSTSPEC$DEFAULTVIEW(1.0),19/02/26 23:00:00,Annual,"Live swine, domestic species",Head (animal),Netherlands,2020,102112,,
ESTAT:ORG_LSTSPEC$DEFAULTVIEW(1.0),19/02/26 23:00:00,Annual,"Live swine, domestic species",Head (animal),Netherlands,2021,103184,,
ESTAT:ORG_LSTSPEC$DEFAULTVIEW(1.0),19/02/26 23:00:00,Annual,"Live swine, domestic species",Head (animal),Netherlands,2022,113242,,
ESTAT:ORG_LSTSPEC$DEFAULTVIEW(1.0),19/02/26 23:00:00,Annual,"Live swine, domestic species",Head (animal),Netherlands,2023,117307,,
ESTAT:ORG_LSTSPEC$DEFAULTVIEW(1.0),19/02/26 23:00:00,Annual,"Live swine, domestic species",Head (animal),Netherlands,2024,115431,,
ESTAT:ORG_LSTSPEC$DEFAULTVIEW(1.0),19/02/26 23:00:00,Annual,"Live swine, domestic species",Head (animal),Norway,2015,1543,,
ESTAT:ORG_LSTSPEC$DEFAULTVIEW(1.0),19/02/26 23:00:00,Annual,"Live swine, domestic species",Head (animal),Norway,2016,2055,,
ESTAT:ORG_LSTSPEC$DEFAULTVIEW(1.0),19/02/26 23:00:00,Annual,"Live swine, domestic species",Head (animal),Norway,2017,3474,,
ESTAT:ORG_LSTSPEC$DEFAULTVIEW(1.0),19/02/26 23:00:00,Annual,"Live swine, domestic species",Head (animal),Norway,2018,2924,,
ESTAT:ORG_LSTSPEC$DEFAULTVIEW(1.0),19/02/26 23:00:00,Annual,"Live swine, domestic species",Head (animal),Norway,2019,2820,,
ESTAT:ORG_LSTSPEC$DEFAULTVIEW(1.0),19/02/26 23:00:00,Annual,"Live swine, domestic species",Head (animal),Norway,2020,2778,,
ESTAT:ORG_LSTSPEC$DEFAULTVIEW(1.0),19/02/26 23:00:00,Annual,"Live swine, domestic species",Head (animal),Norway,2021,2985,,
ESTAT:ORG_LSTSPEC$DEFAULTVIEW(1.0),19/02/26 23:00:00,Annual,"Live swine, domestic species",Head (animal),Norway,2022,3411,,
ESTAT:ORG_LSTSPEC$DEFAULTVIEW(1.0),19/02/26 23:00:00,Annual,"Live swine, domestic species",Head (animal),Norway,2023,3471,,
ESTAT:ORG_LSTSPEC$DEFAULTVIEW(1.0),19/02/26 23:00:00,Annual,"Live swine, domestic species",Head (animal),Norway,2024,4275,,
ESTAT:ORG_LSTSPEC$DEFAULTVIEW(1.0),19/02/26 23:00:00,Annual,"Live swine, domestic species",Head (animal),Poland,2015,6309,,
ESTAT:ORG_LSTSPEC$DEFAULTVIEW(1.0),19/02/26 23:00:00,Annual,"Live swine, domestic species",Head (animal),Poland,2016,4449,,
ESTAT:ORG_LSTSPEC$DEFAULTVIEW(1.0),19/02/26 23:00:00,Annual,"Live swine, domestic species",Head (animal),Poland,2017,3893,,
ESTAT:ORG_LSTSPEC$DEFAULTVIEW(1.0),19/02/26 23:00:00,Annual,"Live swine, domestic species",Head (animal),Poland,2018,3221,,
ESTAT:ORG_LSTSPEC$DEFAULTVIEW(1.0),19/02/26 23:00:00,Annual,"Live swine, domestic species",Head (animal),Poland,2019,4189,,
ESTAT:ORG_LSTSPEC$DEFAULTVIEW(1.0),19/02/26 23:00:00,Annual,"Live swine, domestic species",Head (animal),Poland,2020,3253,,
ESTAT:ORG_LSTSPEC$DEFAULTVIEW(1.0),19/02/26 23:00:00,Annual,"Live swine, domestic species",Head (animal),Poland,2021,5589,,
ESTAT:ORG_LSTSPEC$DEFAULTVIEW(1.0),19/02/26 23:00:00,Annual,"Live swine, domestic species",Head (animal),Poland,2022,4443,,
ESTAT:ORG_LSTSPEC$DEFAULTVIEW(1.0),19/02/26 23:00:00,Annual,"Live swine, domestic species",Head (animal),Poland,2023,5143,,
ESTAT:ORG_LSTSPEC$DEFAULTVIEW(1.0),19/02/26 23:00:00,Annual,"Live swine, domestic species",Head (animal),Poland,2024,5116,,
ESTAT:ORG_LSTSPEC$DEFAULTVIEW(1.0),19/02/26 23:00:00,Annual,"Live swine, domestic species",Head (animal),Portugal,2015,833,,
ESTAT:ORG_LSTSPEC$DEFAULTVIEW(1.0),19/02/26 23:00:00,Annual,"Live swine, domestic species",Head (animal),Portugal,2016,647,,
ESTAT:ORG_LSTSPEC$DEFAULTVIEW(1.0),19/02/26 23:00:00,Annual,"Live swine, domestic species",Head (animal),Portugal,2017,1157,,
ESTAT:ORG_LSTSPEC$DEFAULTVIEW(1.0),19/02/26 23:00:00,Annual,"Live swine, domestic species",Head (animal),Portugal,2018,2896,,
ESTAT:ORG_LSTSPEC$DEFAULTVIEW(1.0),19/02/26 23:00:00,Annual,"Live swine, domestic species",Head (animal),Portugal,2019,6757,,
ESTAT:ORG_LSTSPEC$DEFAULTVIEW(1.0),19/02/26 23:00:00,Annual,"Live swine, domestic species",Head (animal),Portugal,2020,2037,,
ESTAT:ORG_LSTSPEC$DEFAULTVIEW(1.0),19/02/26 23:00:00,Annual,"Live swine, domestic species",Head (animal),Portugal,2021,2016,,
ESTAT:ORG_LSTSPEC$DEFAULTVIEW(1.0),19/02/26 23:00:00,Annual,"Live swine, domestic species",Head (animal),Portugal,2022,5388,,
ESTAT:ORG_LSTSPEC$DEFAULTVIEW(1.0),19/02/26 23:00:00,Annual,"Live swine, domestic species",Head (animal),Portugal,2023,5436,,
ESTAT:ORG_LSTSPEC$DEFAULTVIEW(1.0),19/02/26 23:00:00,Annual,"Live swine, domestic species",Head (animal),Portugal,2024,3002,,
ESTAT:ORG_LSTSPEC$DEFAULTVIEW(1.0),19/02/26 23:00:00,Annual,"Live swine, domestic species",Head (animal),Romania,2015,86,,
ESTAT:ORG_LSTSPEC$DEFAULTVIEW(1.0),19/02/26 23:00:00,Annual,"Live swine, domestic species",Head (animal),Romania,2016,20,,
ESTAT:ORG_LSTSPEC$DEFAULTVIEW(1.0),19/02/26 23:00:00,Annual,"Live swine, domestic species",Head (animal),Romania,2017,20,,
ESTAT:ORG_LSTSPEC$DEFAULTVIEW(1.0),19/02/26 23:00:00,Annual,"Live swine, domestic species",Head (animal),Romania,2018,9,,
ESTAT:ORG_LSTSPEC$DEFAULTVIEW(1.0),19/02/26 23:00:00,Annual,"Live swine, domestic species",Head (animal),Romania,2019,9,,
ESTAT:ORG_LSTSPEC$DEFAULTVIEW(1.0),19/02/26 23:00:00,Annual,"Live swine, domestic species",Head (animal),Romania,2020,14,,
ESTAT:ORG_LSTSPEC$DEFAULTVIEW(1.0),19/02/26 23:00:00,Annual,"Live swine, domestic species",Head (animal),Romania,2021,9,,
ESTAT:ORG_LSTSPEC$DEFAULTVIEW(1.0),19/02/26 23:00:00,Annual,"Live swine, domestic species",Head (animal),Romania,2022,12,,
ESTAT:ORG_LSTSPEC$DEFAULTVIEW(1.0),19/02/26 23:00:00,Annual,"Live swine, domestic species",Head (animal),Romania,2023,55,,
ESTAT:ORG_LSTSPEC$DEFAULTVIEW(1.0),19/02/26 23:00:00,Annual,"Live swine, domestic species",Head (animal),Romania,2024,146,,
ESTAT:ORG_LSTSPEC$DEFAULTVIEW(1.0),19/02/26 23:00:00,Annual,"Live swine, domestic species",Head (animal),Serbia,2015,100,,
ESTAT:ORG_LSTSPEC$DEFAULTVIEW(1.0),19/02/26 23:00:00,Annual,"Live swine, domestic species",Head (animal),Serbia,2016,223,,
ESTAT:ORG_LSTSPEC$DEFAULTVIEW(1.0),19/02/26 23:00:00,Annual,"Live swine, domestic species",Head (animal),Serbia,2017,87,,
ESTAT:ORG_LSTSPEC$DEFAULTVIEW(1.0),19/02/26 23:00:00,Annual,"Live swine, domestic species",Head (animal),Serbia,2018,284,,
ESTAT:ORG_LSTSPEC$DEFAULTVIEW(1.0),19/02/26 23:00:00,Annual,"Live swine, domestic species",Head (animal),Serbia,2019,315,,
ESTAT:ORG_LSTSPEC$DEFAULTVIEW(1.0),19/02/26 23:00:00,Annual,"Live swine, domestic species",Head (animal),Serbia,2020,326,,
ESTAT:ORG_LSTSPEC$DEFAULTVIEW(1.0),19/02/26 23:00:00,Annual,"Live swine, domestic species",Head (animal),Serbia,2021,280,,
ESTAT:ORG_LSTSPEC$DEFAULTVIEW(1.0),19/02/26 23:00:00,Annual,"Live swine, domestic species",Head (animal),Serbia,2022,217,,
ESTAT:ORG_LSTSPEC$DEFAULTVIEW(1.0),19/02/26 23:00:00,Annual,"Live swine, domestic species",Head (animal),Serbia,2023,190,,
ESTAT:ORG_LSTSPEC$DEFAULTVIEW(1.0),19/02/26 23:00:00,Annual,"Live swine, domestic species",Head (animal),Serbia,2024,278,,
ESTAT:ORG_LSTSPEC$DEFAULTVIEW(1.0),19/02/26 23:00:00,Annual,"Live swine, domestic species",Head (animal),Sweden,2015,26739,,
ESTAT:ORG_LSTSPEC$DEFAULTVIEW(1.0),19/02/26 23:00:00,Annual,"Live swine, domestic species",Head (animal),Sweden,2016,28953,,
ESTAT:ORG_LSTSPEC$DEFAULTVIEW(1.0),19/02/26 23:00:00,Annual,"Live swine, domestic species",Head (animal),Sweden,2017,30766,,
ESTAT:ORG_LSTSPEC$DEFAULTVIEW(1.0),19/02/26 23:00:00,Annual,"Live swine, domestic species",Head (animal),Sweden,2018,33579,,
ESTAT:ORG_LSTSPEC$DEFAULTVIEW(1.0),19/02/26 23:00:00,Annual,"Live swine, domestic species",Head (animal),Sweden,2019,36649,,
ESTAT:ORG_LSTSPEC$DEFAULTVIEW(1.0),19/02/26 23:00:00,Annual,"Live swine, domestic species",Head (animal),Sweden,2020,35564,,
